label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-w-dp-null	-4264.236751309926	133.21663386107957	1.0030684666704257	3092.59607808596	0	6/6	12/12	9/10	5/5	2/4
