quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	17.5108049730703	15.50992764953406	19.765162054876928	
Safe prior mean (CHF)	all	9.162448822710834	7.352321097015227	11.015974777510161	
Risky prior spread (x/÷)	all	1.448140912444745	1.3317410586513523	1.5945314702965308	
Safe prior spread (x/÷)	all	1.6268966548943469	1.405204053593326	2.0018787671280633	
memory noise @ 7 CHF	all	1.0590574291995227	0.9436263189995207	1.2059844553194259	
memory noise @ 112 CHF	all	0.7014430479171639	0.6423609730906525	0.7697188160994953	
perceptual noise @ 7 CHF	all	0.1297231144171155	0.11294411087527538	0.14683528909171237	
perceptual noise @ 112 CHF	all	0.2362861260366672	0.20437431769178965	0.27333823801239737	
