ratio_bin	median	lo	hi	observed
0	0.2943864468864469	0.2664642857142857	0.3183992673992674	0.2837728937728938
1	0.39427800269905533	0.36706427125506075	0.4197315162907268	0.38512434933487566
2	0.5157012724117988	0.491421992481203	0.5411538943512628	0.5198178137651822
3	0.6247932330827068	0.6009501879699248	0.6465291353383458	0.6326055523423945
4	0.7256930788509737	0.7010588731443994	0.749326224214382	0.7321900906111433
5	0.8074450549450549	0.7850782967032968	0.8276149267399266	0.8095604395604395
