ratio_bin	median	lo	hi	observed
0	0.29808608058608055	0.26794826007326006	0.3208653846153846	0.2837728937728938
1	0.39652303836514363	0.37287743396953926	0.42244344033159825	0.38512434933487566
2	0.5165182186234818	0.49427959321380377	0.5426422305764411	0.5198178137651822
3	0.62532340466551	0.6036688355504145	0.6498703971467129	0.6326055523423945
4	0.7219423558897243	0.7016971274339696	0.7471005398110661	0.7321900906111433
5	0.7997252747252748	0.7767394688644689	0.8218649267399267	0.8095604395604395
