order	ratio_bin	median	lo	hi	observed
Risky first	0	0.2791586108127461	0.2442744360902256	0.3156833154314357	0.26284640171858215
Risky first	1	0.372937701396348	0.3396751700680272	0.4082611886860007	0.3557715717866094
Risky first	2	0.4826023391812866	0.44734490989378206	0.5205242869077455	0.4816589091777062
Risky first	3	0.5898162071846282	0.5610191251939372	0.6223600369972551	0.5905298961689939
Risky first	4	0.6928422246091419	0.6588296037713331	0.729438686000716	0.7046950710108605
Risky first	5	0.7784866929227832	0.7429179197994987	0.814108336316983	0.7924955245255997
Risky second	0	0.3074597207303974	0.2739874686716792	0.3403938417472252	0.30452201933404943
Risky second	1	0.41502207900704136	0.38048421649361497	0.45480725623582763	0.41455424274973146
Risky second	2	0.5481131399928393	0.5137698711063372	0.5852009786370689	0.5570366392170903
Risky second	3	0.6581268647810001	0.6217485380116959	0.6895671022795082	0.6751784222460915
Risky second	4	0.7585982814178303	0.7241467358873374	0.7895579126387398	0.7593817878028405
Risky second	5	0.836658203951437	0.8066665690199524	0.8638384190996973	0.8268730267226508
