ratio_bin	median	lo	hi	observed
0	0.2912728937728938	0.2623072344322344	0.31618452380952383	0.2837728937728938
1	0.3958101985733564	0.3704502120686331	0.4211011422787739	0.38512434933487566
2	0.5190909967225756	0.494342032967033	0.5468924233661075	0.5198178137651822
3	0.6291073838442259	0.606470454983613	0.6514384759976866	0.6326055523423945
4	0.7254973973395025	0.7015238336225178	0.7459676836321573	0.7321900906111433
5	0.7988186813186813	0.7773617216117217	0.8188301282051282	0.8095604395604395
