ratio_bin	median	lo	hi	observed
0	0.2924725274725275	0.26512637362637365	0.31915109890109894	0.2837728937728938
1	0.3911051667630615	0.3667200694042799	0.4207695199537305	0.38512434933487566
2	0.5140326778484674	0.4896713900134953	0.5410082417582417	0.5198178137651822
3	0.6251995373048005	0.6023849045691151	0.649109649122807	0.6326055523423945
4	0.7239637555427029	0.7026289762868709	0.750194597069597	0.7321900906111433
5	0.8037179487179487	0.782271978021978	0.824617673992674	0.8095604395604395
