quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	45.568329691424914	15.604185908791798	171.0248757283311	
Safe prior mean (CHF)	all	134.54760699458438	7.484053676075106	938.0472176359456	
Risky prior spread (x/÷)	all	1.5320196715683834	1.3362439347460509	1.9476932119287595	
Safe prior spread (x/÷)	all	1.7436326080432454	1.4113488811322412	2.44183564663913	
memory noise @ 7 CHF	all	0.9875541071797612	0.7486182537661769	1.2010216332909962	
memory noise @ 112 CHF	all	0.627739695672612	0.3602541176446228	0.7659837270512496	
perceptual noise @ 7 CHF	all	0.14493555042400305	0.11359299589177026	0.2024415377024789	
perceptual noise @ 112 CHF	all	0.30128320706977946	0.20584756120597755	0.5666420888813005	
