order	ratio_bin	median	lo	hi	observed
Risky first	0	0.2731328320802005	0.23731006086645184	0.3047123165055496	0.26284640171858215
Risky first	1	0.36840673111349803	0.3324277658431794	0.40216084854994627	0.3557715717866094
Risky first	2	0.48658073755818115	0.4467585929108486	0.5247270557345745	0.4816589091777062
Risky first	3	0.5954344193817878	0.5603467299200381	0.6289548573815491	0.5905298961689939
Risky first	4	0.6958395989974937	0.6633338703902613	0.7320794844253491	0.7046950710108605
Risky first	5	0.7757811194653299	0.7441228368540399	0.801875283446712	0.7924955245255997
Risky second	0	0.31421768707482994	0.27974946294307196	0.35032339778016475	0.30452201933404943
Risky second	1	0.42399271989497556	0.3868695250029836	0.46428810120539443	0.41455424274973146
Risky second	2	0.5585398018856665	0.5220872419143097	0.5927943668695548	0.5570366392170903
Risky second	3	0.6631328320802005	0.6304896467358874	0.6942618450889128	0.6751784222460915
Risky second	4	0.7499815013724789	0.7200401002506265	0.7769473982575487	0.7593817878028405
Risky second	5	0.8168118347817597	0.7857791149952804	0.8451886290401328	0.8268730267226508
