order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5326851212298319	0.5096162657720227	0.555383508416384	0.5337960636674839
Risky first	vertex	0.5340620090892428	0.5107102671152491	0.5574897198387567	0.5280256926944052
Risky second	ips	0.5847732982577509	0.5646700854739756	0.6056825644620024	0.6158696377748244
Risky second	vertex	0.5845734880743647	0.5637852341988813	0.6033072486154019	0.563302162478083
