label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-gw-m2-dp-null-p2	-4265.467683157762	153.79637142884621	1.5297769220798711	7.098507353542574	0	6/6	12/12	10/10	5/5	2/4
