stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.559126393351132	0.5327355131801996	0.5866603925981103	0.56220115927433
0	vertex	0.5415214427093209	0.518326464126597	0.5639644274823076	0.5264575299161766
1	ips	0.5652624321885749	0.5432421518341675	0.5866043056621392	0.5877618422158232
1	vertex	0.5554132574029879	0.5311908183102021	0.580351263484768	0.5618613999037619
2	ips	0.570041464739796	0.5416557850044692	0.5948657027254589	0.5740638045451909
2	vertex	0.5610918420128947	0.5364364703377862	0.5829419911722543	0.5475338546391179
