label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-w-dp-bm	-4195.092657103018	174.2579715817751	1.001715992314695	2916.078705134358	0	6/6	12/12	9/10	5/5	4/4
