order	ratio_bin	median	lo	hi	observed
Risky first	0	0.27576441102756893	0.2413877551020408	0.30615637307554605	0.26284640171858215
Risky first	1	0.36631757966344436	0.33268662728249193	0.3989461152882205	0.3557715717866094
Risky first	2	0.48205394438477145	0.4443451187492541	0.5145449337629788	0.4816589091777062
Risky first	3	0.5915240482157775	0.55700134264232	0.6227437641723356	0.5905298961689939
Risky first	4	0.6928738512949039	0.659077067669173	0.7237873254564985	0.7046950710108605
Risky first	5	0.7721482277121374	0.7376228070175438	0.7999913474161595	0.7924955245255997
Risky second	0	0.31216254923021836	0.2764116541353383	0.3434880057286072	0.30452201933404943
Risky second	1	0.4213766559255281	0.38650862274734454	0.45934926602219833	0.41455424274973146
Risky second	2	0.558984962406015	0.5215838703902613	0.5907321876118867	0.5570366392170903
Risky second	3	0.6643955125910013	0.6310478279030911	0.694859828141783	0.6751784222460915
Risky second	4	0.7555907626208378	0.723125193937224	0.7845138739706408	0.7593817878028405
Risky second	5	0.8199965823650035	0.7907260765550239	0.846214611203333	0.8268730267226508
