param	regressor	mean	lo	hi	p_gt0
memory_noise_sd_spline1	Intercept	0.29661278192799095	0.17936670044097638	0.4264772871309284	1.0
perceptual_noise_sd_spline1	Intercept	-1.6419577415733493	-1.7547423482999884	-1.5249648586425903	0.0
risky_prior_mu	Intercept	3.0041002050242764	2.7706676170571187	3.2442356859831434	1.0
risky_prior_sd	Intercept	-0.7853978730284296	-1.132352785546069	-0.41706765817285657	0.0002
safe_prior_mu	Intercept	2.401686480567133	1.936814340854986	2.85668799376736	1.0
safe_prior_sd	Intercept	-0.27849571549433866	-0.8006410715730524	0.36139563177512074	0.1639
