safe_bin	median	lo	hi	observed
7.0	0.6106058653803796	0.5857173683611587	0.6345767412962717	0.6084897875277154
10.0	0.5911918160727134	0.5667622837833869	0.6127367113049351	0.5943280765898712
14.0	0.5670247088968181	0.5448659429467131	0.5924265955611353	0.5718772300779702
20.0	0.5329770714946478	0.5118706912691071	0.5539131949033083	0.5365220695123564
28.0	0.4966612153649619	0.4699528242147923	0.5227255131932514	0.49032311351922825
