ratio_bin	median	lo	hi	observed
0	0.29516483516483516	0.26874862637362634	0.3199761904761904	0.2837728937728938
1	0.39678234046655103	0.37213955561981876	0.4228327308656256	0.38512434933487566
2	0.5147223828802776	0.48709239444765756	0.5415946838249469	0.5198178137651822
3	0.6267548679390784	0.6039044004241374	0.6510241469057259	0.6326055523423945
4	0.7263114517061886	0.7026360131096973	0.7506637507229612	0.7321900906111433
5	0.8039102564102564	0.7824166666666668	0.827529304029304	0.8095604395604395
