safe_bin	median	lo	hi	observed
7.0	0.6187267080745342	0.5958784919533648	0.6438909611177187	0.6084897875277154
10.0	0.5909569512356283	0.5690374414489816	0.6153982717354595	0.5943280765898712
14.0	0.5576954943247727	0.533442946713067	0.5809323387002041	0.5718772300779702
20.0	0.5269654971146646	0.5042737379410598	0.5490863287960882	0.5365220695123564
28.0	0.4975865600634333	0.4760978453592352	0.521799094753535	0.49032311351922825
