label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-m2-dp-null	-4245.271220743446	181.74716706398567	1.001574569118936	3217.826352876222	0	6/6	12/12	10/10	5/5	2/4
