label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim	by_stake_stim	by_stake_stim_order
lfx2-gw-m2-dp-bm-p2-fp	-4162.117860227004	201.8993902062848	1.0006188956351112	4193.652621064984	0	6/6	12/12	10/10	5/5	4/4	5/6	10/12
