label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim	by_stake_stim	by_stake_stim_order
lfx2-bs3-m2-dp-bm-p2-i	-4152.198130384137	226.45713730514944	1.0693060217147976	35.37252204709237	4	6/6	12/12	10/10	5/5	3/4	6/6	11/12
