label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim	by_stake_stim	by_stake_stim_order
lfx2-bs3-m2-dp-m-p2-i	-4185.896426617561	205.8371689654332	1.0042819804195284	1647.3643125126391	0	6/6	12/12	10/10	5/5	4/4	6/6	10/12
