param	regressor	mean	lo	hi	p_gt0
memory_noise_sd_spline1	Intercept	0.1588075950096394	0.04660699802686759	0.28078117991809703	0.9975
memory_noise_sd_spline1	stimulation_condition[T.vertex]	-0.02707916380541051	-0.13216160834817392	0.08388757893171071	0.29815
memory_noise_sd_spline2	Intercept	3.0927409283511693	1.4242585179964589	4.793165730001539	0.9998
memory_noise_sd_spline2	stimulation_condition[T.vertex]	-0.05860441885423921	-1.5637314419418227	1.4896462415822986	0.4652
perceptual_noise_sd_spline1	Intercept	-1.542228132517979	-1.671757120176193	-1.4143979417557118	0.0
perceptual_noise_sd_spline1	stimulation_condition[T.vertex]	0.07663291129285489	-0.06412550945312796	0.21894771332605362	0.8593
perceptual_noise_sd_spline2	Intercept	-1.6557924922681373	-3.5409432726347347	0.2292920292051156	0.0444
perceptual_noise_sd_spline2	stimulation_condition[T.vertex]	-1.218921830243413	-2.744204317674497	0.34226873004467806	0.06125
risky_prior_mu	Intercept	2.849759581034224	2.5983801520393635	3.1002475730123558	1.0
risky_prior_sd	Intercept	-0.7767797010836432	-0.9759085980492177	-0.5592692526754118	0.0
safe_prior_mu	Intercept	2.1088287657298608	1.5967991345061374	2.6312991038691296	1.0
