label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-spl5-n2	Risky first	0	ips	0.5517626232630213	0.509468863302897	0.5884423681753402	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-spl5-n2	Risky first	0	vertex	0.5610191194978789	0.5269435656240168	0.598236774295045	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-spl5-n2	Risky first	1	ips	0.5318288741333854	0.49727249671798546	0.5633828402174267	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-spl5-n2	Risky first	1	vertex	0.5367426858622237	0.5042714597800843	0.57270611322679	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-spl5-n2	Risky first	2	ips	0.5068232664995823	0.4732649616465406	0.547536701602491	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-spl5-n2	Risky first	2	vertex	0.5048371776142673	0.4704137292875683	0.5395869732262921	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-spl5-n2	Risky second	0	ips	0.5334505636385336	0.4940347188317113	0.5682902467206978	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-spl5-n2	Risky second	0	vertex	0.5245518978723867	0.4888095346591587	0.5637647826275646	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-spl5-n2	Risky second	1	ips	0.6144474736306006	0.5809527894092247	0.6451678572545446	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-spl5-n2	Risky second	1	vertex	0.6113865914786968	0.5759267486899066	0.6475106706159338	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-spl5-n2	Risky second	2	ips	0.6254907222059478	0.5873331760136271	0.6644669357376124	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-spl5-n2	Risky second	2	vertex	0.6104855813776866	0.5740921432368801	0.6499366788182578	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
