label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
chf-weber-null	Risky first	0	ips	0.5843071170094832	0.5486608019603376	0.6201254948550392	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
chf-weber-null	Risky first	0	vertex	0.5848957244301229	0.5496777929672667	0.623963686271957	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
chf-weber-null	Risky first	1	ips	0.5165162427171827	0.4841133488483112	0.5505686890386139	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
chf-weber-null	Risky first	1	vertex	0.51623650271911	0.4823226592072236	0.5539390901496164	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
chf-weber-null	Risky first	2	ips	0.4901256094782411	0.45422871572871576	0.5210229551150604	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
chf-weber-null	Risky first	2	vertex	0.4902429472746036	0.4575685861266356	0.5245305431582522	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
chf-weber-null	Risky second	0	ips	0.5540712845425252	0.5166590746346387	0.5928818339137889	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
chf-weber-null	Risky second	0	vertex	0.5536227910143324	0.5169063079777365	0.5906488976770932	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
chf-weber-null	Risky second	1	ips	0.5716250944875558	0.5419938492143269	0.6028417339822693	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
chf-weber-null	Risky second	1	vertex	0.5683407325131009	0.5356150793650793	0.6038059163059163	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
chf-weber-null	Risky second	2	ips	0.6351092181210602	0.6019208871746465	0.6658958435048661	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
chf-weber-null	Risky second	2	vertex	0.6383828491683754	0.6051172248803828	0.6722148553201185	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
