label	order	n_safe	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-n1n2psd	Risky first	7.0	ips	0.6474380952380954	0.5995119047619049	0.6928571428571428	0.6266666666666667	0.03944171555900126	2.2513736263736264	11.379807692307692	7.0
log-power-n1n2psd	Risky first	7.0	vertex	0.6490465367965368	0.6030916305916306	0.6957449494949495	0.6302308802308803	0.03945443774789204	2.250517598343685	11.376811594202898	7.0
log-power-n1n2psd	Risky first	10.0	ips	0.5841217532467532	0.5443722943722944	0.6246753246753247	0.6142857142857143	0.03599380549880618	2.2700239808153477	16.350119904076738	10.0
log-power-n1n2psd	Risky first	10.0	vertex	0.5763573593073593	0.5343885281385281	0.6219989177489177	0.5952813852813853	0.04040192328962872	2.265121951219512	16.32560975609756	10.0
log-power-n1n2psd	Risky first	14.0	ips	0.5262624458874459	0.4837662337662338	0.5667045454545454	0.5181818181818182	0.0358216549357417	2.2780061664953752	22.946043165467625	14.0
log-power-n1n2psd	Risky first	14.0	vertex	0.5142805194805194	0.4676839826839827	0.554939393939394	0.5228138528138528	0.043576203421306324	2.28228021978022	22.97596153846154	14.0
log-power-n1n2psd	Risky first	20.0	ips	0.4788636363636364	0.4291504329004329	0.5286417748917749	0.4597402597402597	0.04374134505259737	2.2886091127098322	32.88609112709832	20.0
log-power-n1n2psd	Risky first	20.0	vertex	0.4642834415584416	0.41825216450216446	0.5081872294372294	0.4872294372294373	0.04884614738116798	2.290264423076923	32.90264423076923	20.0
log-power-n1n2psd	Risky first	28.0	ips	0.453779761904762	0.40708333333333335	0.49529761904761893	0.45	0.04833840406125902	2.298469387755102	46.17857142857143	28.0
log-power-n1n2psd	Risky first	28.0	vertex	0.43023365800865804	0.3824664502164502	0.47526082251082247	0.405974025974026	0.046608762258643535	2.289423740510697	46.05193236714976	28.0
log-power-n1n2psd	Risky second	7.0	ips	0.597215909090909	0.5517316017316017	0.6415854978354978	0.6367965367965368	0.042630350378810064	2.250428228845495	11.376498800959233	7.0
log-power-n1n2psd	Risky second	7.0	vertex	0.5683787878787878	0.5214231601731603	0.6112878787878788	0.540909090909091	0.03846528379094796	2.249829118250171	11.374401913875598	7.0
log-power-n1n2psd	Risky second	10.0	ips	0.6165781385281385	0.5774761904761905	0.6607002164502164	0.59	0.0360197858891449	2.274818401937046	16.37409200968523	10.0
log-power-n1n2psd	Risky second	10.0	vertex	0.5892094155844155	0.5486904761904762	0.625806277056277	0.579004329004329	0.03692102849092557	2.2725301204819277	16.362650602409637	10.0
log-power-n1n2psd	Risky second	14.0	ips	0.6183603896103896	0.5798538961038961	0.6584469696969697	0.6595238095238095	0.0366952124322258	2.284347231715653	22.99043062200957	14.0
log-power-n1n2psd	Risky second	14.0	vertex	0.5855779220779221	0.5417748917748918	0.629891774891775	0.5867965367965369	0.03049237834599614	2.2788953290146607	22.952267303102627	14.0
log-power-n1n2psd	Risky second	20.0	ips	0.602086038961039	0.5575757575757576	0.6446049783549782	0.622943722943723	0.036424972825555194	2.2944976076555026	32.94497607655502	20.0
log-power-n1n2psd	Risky second	20.0	vertex	0.5710357142857142	0.5238095238095237	0.6142857142857143	0.5761904761904763	0.04588219048274321	2.291190476190476	32.911904761904765	20.0
log-power-n1n2psd	Risky second	28.0	ips	0.5699821428571427	0.5214285714285715	0.6261904761904762	0.5714285714285714	0.04482339777536488	2.298469387755102	46.17857142857143	28.0
log-power-n1n2psd	Risky second	28.0	vertex	0.5403273809523809	0.4952380952380952	0.5809523809523809	0.5333333333333333	0.048579254601023227	2.298469387755102	46.17857142857143	28.0
