label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-weber-mem	Risky first	1	ips	0.28111825396825396	0.23453968253968252	0.3288968253968254	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149
log-weber-mem	Risky first	1	vertex	0.2969198412698413	0.25360317460317466	0.33748412698412694	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618
log-weber-mem	Risky first	2	ips	0.37069058956916096	0.3245952380952381	0.4160578231292517	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555
log-weber-mem	Risky first	2	vertex	0.3819967403628118	0.3367828798185941	0.4273194444444444	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977
log-weber-mem	Risky first	3	ips	0.4798746031746032	0.42967857142857147	0.5249801587301588	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107
log-weber-mem	Risky first	3	vertex	0.48482460317460324	0.4372857142857143	0.5349285714285714	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713
log-weber-mem	Risky first	4	ips	0.5890753968253968	0.5314047619047619	0.633063492063492	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414
log-weber-mem	Risky first	4	vertex	0.5906246031746032	0.5404642857142858	0.6385833333333333	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527
log-weber-mem	Risky first	5	ips	0.68478820861678	0.639719954648526	0.7289580498866213	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074
log-weber-mem	Risky first	5	vertex	0.6840511904761903	0.6345853174603174	0.7323888888888889	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814
log-weber-mem	Risky first	6	ips	0.7670517857142858	0.7230873015873016	0.8109603174603175	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334
log-weber-mem	Risky first	6	vertex	0.7645938492063493	0.7230099206349208	0.8089027777777777	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167
log-weber-mem	Risky second	1	ips	0.3086142857142857	0.25966666666666666	0.35368253968253965	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902
log-weber-mem	Risky second	1	vertex	0.30220793650793654	0.25900793650793646	0.3492380952380952	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422
log-weber-mem	Risky second	2	ips	0.4154175736961452	0.3677981859410431	0.4674546485260771	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936
log-weber-mem	Risky second	2	vertex	0.40359024943310656	0.3523095238095238	0.450235827664399	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727
log-weber-mem	Risky second	3	ips	0.5437261904761905	0.49522619047619043	0.5934047619047618	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817
log-weber-mem	Risky second	3	vertex	0.5296071428571428	0.48190079365079364	0.5762261904761905	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428
log-weber-mem	Risky second	4	ips	0.6702982142857142	0.6218849206349206	0.7146845238095239	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389
log-weber-mem	Risky second	4	vertex	0.6536142857142857	0.6085714285714285	0.7	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143
log-weber-mem	Risky second	5	ips	0.7745663265306123	0.7336269841269841	0.8187380952380953	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884
log-weber-mem	Risky second	5	vertex	0.7596847222222223	0.7162916666666668	0.8012599206349206	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116
log-weber-mem	Risky second	6	ips	0.8548714285714286	0.8142857142857143	0.8942857142857144	0.84	0.027255405754769875	3.206335403726708	33.391304347826086
log-weber-mem	Risky second	6	vertex	0.8452595238095238	0.8085714285714286	0.88	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555
