label	order	stake2	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	1	ips	0.3028404761904762	0.24879166666666666	0.35405952380952377	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	1	vertex	0.32086079931972783	0.25979506802721086	0.3786309523809523	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	2	ips	0.4094357142857143	0.34759523809523807	0.46671428571428564	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	2	vertex	0.42468333333333336	0.3609285714285714	0.489547619047619	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	3	ips	0.5334297619047619	0.47332738095238097	0.5970773809523807	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	3	vertex	0.5468625	0.48996428571428563	0.6091547619047618	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	4	ips	0.6846119047619047	0.6147261904761905	0.7472142857142856	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	4	vertex	0.6924535714285714	0.6233333333333333	0.7561904761904762	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	5	ips	0.7816249999999999	0.7141071428571428	0.8501785714285712	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	5	vertex	0.7905833333333334	0.7261904761904763	0.85	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	6	ips	0.8638541666666667	0.7939950980392156	0.9216299019607842	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224
log-power-n1n2.pathfinder.ss1-ts1	Risky first	0	6	vertex	0.8702879901960785	0.8137254901960784	0.9240196078431373	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	1	ips	0.2279285714285714	0.17125	0.29285714285714287	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	1	vertex	0.2350357142857143	0.17142857142857143	0.3	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	2	ips	0.3101607142857143	0.24267857142857144	0.37857142857142856	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	2	vertex	0.3117083333333333	0.24285714285714285	0.38339285714285704	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	3	ips	0.41144642857142855	0.3357142857142857	0.4857142857142857	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	3	vertex	0.40593452380952383	0.3332738095238095	0.47624999999999995	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	4	ips	0.540172619047619	0.4642261904761905	0.6047619047619048	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	4	vertex	0.5278785714285715	0.45949999999999996	0.5952380952380952	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333
log-power-n1n2.pathfinder.ss1-ts1	Risky first	1	5	ips	0.6455809523809524	0.5827380952380953	0.7066666666666667	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652
