label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-spl5-n1n2	Risky first	1	ips	0.2705484126984127	0.2256746031746032	0.3152539682539683	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149	15.825214899713467
log-spl5-n1n2	Risky first	1	vertex	0.28600634920634926	0.24062698412698413	0.3273015873015873	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618	15.847262247838616
log-spl5-n1n2	Risky first	2	ips	0.36293458049886623	0.3156269841269841	0.4059546485260771	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555	15.733711048158641
log-spl5-n1n2	Risky first	2	vertex	0.3778681972789116	0.32898327664399096	0.42495493197278905	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977	15.701149425287356
log-spl5-n1n2	Risky first	3	ips	0.4744253968253968	0.42171825396825396	0.5232817460317459	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107	15.774928774928775
log-spl5-n1n2	Risky first	3	vertex	0.48576031746031745	0.4417222222222222	0.5335000000000001	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713	15.795977011494253
log-spl5-n1n2	Risky first	4	ips	0.5928619047619048	0.5403015873015873	0.6388253968253967	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414	15.841954022988507
log-spl5-n1n2	Risky first	4	vertex	0.5960867063492064	0.5482857142857143	0.6372261904761903	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527	15.786549707602338
log-spl5-n1n2	Risky first	5	ips	0.6995849206349206	0.6515646258503401	0.7457675736961451	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074	15.831884057971015
log-spl5-n1n2	Risky first	5	vertex	0.6876757936507937	0.6448353174603175	0.7323373015873016	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814	15.877906976744185
log-spl5-n1n2	Risky first	6	ips	0.7846630952380953	0.7415337301587301	0.8269146825396826	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334	15.926686217008797
log-spl5-n1n2	Risky first	6	vertex	0.7612948412698413	0.719654761904762	0.8060396825396826	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167	15.873900293255131
log-spl5-n1n2	Risky second	1	ips	0.32399841269841273	0.2717380952380952	0.3650793650793651	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902	15.855907780979827
log-spl5-n1n2	Risky second	1	vertex	0.3046579365079365	0.25833333333333336	0.3520714285714286	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422	15.816618911174785
log-spl5-n1n2	Risky second	2	ips	0.43103922902494335	0.3769557823129252	0.48428231292517004	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936	15.737891737891738
log-spl5-n1n2	Risky second	2	vertex	0.41272097505668937	0.3610294784580499	0.4581439909297052	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727	15.75
log-spl5-n1n2	Risky second	3	ips	0.5551952380952381	0.5085714285714286	0.6081071428571428	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817	15.75
log-spl5-n1n2	Risky second	3	vertex	0.5399936507936508	0.4910992063492064	0.5884801587301587	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428	15.791428571428572
log-spl5-n1n2	Risky second	4	ips	0.6736265873015873	0.6294265873015873	0.715406746031746	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389	15.85014409221902
log-spl5-n1n2	Risky second	4	vertex	0.65935	0.6114285714285714	0.7057142857142857	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143	15.8
log-spl5-n1n2	Risky second	5	ips	0.7654207482993197	0.7229829931972789	0.8082789115646258	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884	15.898255813953488
log-spl5-n1n2	Risky second	5	vertex	0.7471662698412698	0.7018611111111112	0.7897619047619048	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116	15.898550724637682
log-spl5-n1n2	Risky second	6	ips	0.8352428571428573	0.7942857142857143	0.8771428571428571	0.84	0.027255405754769875	3.206335403726708	33.391304347826086	15.889855072463767
log-spl5-n1n2	Risky second	6	vertex	0.8107690476190476	0.7742619047619048	0.8466666666666667	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555	15.884393063583815
