label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-n1psd	Risky first	0	ips	0.5672223832435686	0.5321800801660377	0.5984530102312058	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126	8.35632183908046
log-power-n1psd	Risky first	0	vertex	0.5599215951133245	0.5251087214790223	0.5941159039373325	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087	8.332850940665702
log-power-n1psd	Risky first	1	ips	0.528556727044885	0.49329028469442004	0.562585804337684	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898	14.48493543758967
log-power-n1psd	Risky first	1	vertex	0.5207819836706612	0.4897200969702076	0.5512409654451892	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863	14.478134110787172
log-power-n1psd	Risky first	2	ips	0.515768707754234	0.47943343206501104	0.554026581605529	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303	24.65129682997118
log-power-n1psd	Risky first	2	vertex	0.5016715689625133	0.46449170274170276	0.5378118536090672	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116	24.594516594516595
log-power-n1psd	Risky second	0	ips	0.5439728230207553	0.5067849846477667	0.5788878554611637	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856	8.368571428571428
log-power-n1psd	Risky second	0	vertex	0.517464626392822	0.482459834651564	0.5496530883485771	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429	8.337142857142856
log-power-n1psd	Risky second	1	ips	0.6250604684297961	0.5913248125406462	0.6602797742701546	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567	14.494920174165458
log-power-n1psd	Risky second	1	vertex	0.5861092029315713	0.5548374914559125	0.6194587795245688	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957	14.546762589928058
log-power-n1psd	Risky second	2	ips	0.6391261457214464	0.6030732051991451	0.6800156099122264	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165	24.642754662840748
log-power-n1psd	Risky second	2	vertex	0.6088094497607656	0.5738492253360674	0.6467283739652161	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439	24.61406025824964
