label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-perc	Risky first	1	0.0017587301587301592	-0.05432539682539683	0.06640476190476184	0.4975	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-power-perc	Risky first	2	-0.0008276360544217683	-0.0642735260770975	0.060558673469387723	0.465	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-power-perc	Risky first	3	0.002265476190476191	-0.06350396825396824	0.06053571428571424	0.5375	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-power-perc	Risky first	4	0.005693650793650795	-0.060083333333333336	0.07230158730158731	0.595	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-power-perc	Risky first	5	0.011788917233560093	-0.05370861678004535	0.07596967120181405	0.64	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-power-perc	Risky first	6	0.019601190476190477	-0.04068849206349205	0.0770654761904762	0.7475	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-power-perc	Risky second	1	0.0055928571428571425	-0.04956349206349206	0.06287301587301584	0.5675	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-power-perc	Risky second	2	0.006387414965986393	-0.0582641723356009	0.07843083900226756	0.5625	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-power-perc	Risky second	3	0.002831349206349206	-0.06366666666666666	0.06715079365079363	0.525	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-power-perc	Risky second	4	0.006746230158730157	-0.06037896825396825	0.07344642857142854	0.5925	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-power-perc	Risky second	5	0.012941609977324263	-0.05349546485260771	0.06679251700680272	0.6725	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-power-perc	Risky second	6	0.021942857142857142	-0.03238095238095238	0.07811904761904759	0.8	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
