label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-affine-n1n2	Risky first	0	ips	0.5574043007155015	0.521363551640752	0.5944141031213124	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-affine-n1n2	Risky first	0	vertex	0.569172747073311	0.5324439643480997	0.608571374323254	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-affine-n1n2	Risky first	1	ips	0.5245101905195891	0.4924543989844742	0.5585581838796124	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-affine-n1n2	Risky first	1	vertex	0.5269104122510249	0.49505693026812003	0.5568090923769827	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-affine-n1n2	Risky first	2	ips	0.5170329573934838	0.478121383002962	0.5522318485607959	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-affine-n1n2	Risky first	2	vertex	0.5058074818284571	0.4722084332935726	0.5421563512167228	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-affine-n1n2	Risky second	0	ips	0.5415638585099112	0.5030363679762175	0.5829601818398811	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-affine-n1n2	Risky second	0	vertex	0.5183500862545976	0.4857888362681596	0.5534020277967646	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-affine-n1n2	Risky second	1	ips	0.6081443624499241	0.5762441510894628	0.6436765326545291	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-affine-n1n2	Risky second	1	vertex	0.5916844345712766	0.5615017847649426	0.6260569795701374	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-affine-n1n2	Risky second	2	ips	0.6328235260770976	0.5958248055202943	0.6695338318740575	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-affine-n1n2	Risky second	2	vertex	0.6161207944102681	0.5816019024834814	0.6497717399559505	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
