label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-n2.mapjitter.ti0.15	Risky first	1	ips	0.27902301587301587	0.2319920634920635	0.3231825396825397	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149	15.825214899713467
log-power-n2.mapjitter.ti0.15	Risky first	1	vertex	0.2829238095238095	0.2349206349206349	0.3235079365079365	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618	15.847262247838616
log-power-n2.mapjitter.ti0.15	Risky first	2	ips	0.37022766439909305	0.3258378684807256	0.4135396825396825	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555	15.733711048158641
log-power-n2.mapjitter.ti0.15	Risky first	2	vertex	0.3775039965986394	0.32828571428571424	0.4253730158730159	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977	15.701149425287356
log-power-n2.mapjitter.ti0.15	Risky first	3	ips	0.48353611111111106	0.4331626984126984	0.5354126984126983	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107	15.774928774928775
log-power-n2.mapjitter.ti0.15	Risky first	3	vertex	0.49066944444444444	0.44426190476190475	0.5409642857142857	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713	15.795977011494253
log-power-n2.mapjitter.ti0.15	Risky first	4	ips	0.5952150793650793	0.5380952380952381	0.6441507936507936	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414	15.841954022988507
log-power-n2.mapjitter.ti0.15	Risky first	4	vertex	0.6038936507936508	0.5599999999999999	0.648424603174603	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527	15.786549707602338
log-power-n2.mapjitter.ti0.15	Risky first	5	ips	0.6932043083900229	0.6436643990929705	0.741	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074	15.831884057971015
log-power-n2.mapjitter.ti0.15	Risky first	5	vertex	0.7020690476190475	0.6549206349206349	0.7520694444444445	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814	15.877906976744185
log-power-n2.mapjitter.ti0.15	Risky first	6	ips	0.7781063492063492	0.7365059523809524	0.8206507936507936	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334	15.926686217008797
log-power-n2.mapjitter.ti0.15	Risky first	6	vertex	0.7870809523809524	0.7455952380952381	0.8258928571428571	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167	15.873900293255131
log-power-n2.mapjitter.ti0.15	Risky second	1	ips	0.3025452380952381	0.2532460317460318	0.34829365079365077	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902	15.855907780979827
log-power-n2.mapjitter.ti0.15	Risky second	1	vertex	0.2982642857142857	0.2526825396825397	0.34101587301587294	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422	15.816618911174785
log-power-n2.mapjitter.ti0.15	Risky second	2	ips	0.4100634920634921	0.36665986394557826	0.4585283446712017	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936	15.737891737891738
log-power-n2.mapjitter.ti0.15	Risky second	2	vertex	0.4091380952380952	0.3604863945578231	0.45962471655328796	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727	15.75
log-power-n2.mapjitter.ti0.15	Risky second	3	ips	0.5400476190476191	0.49134523809523806	0.5900476190476189	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817	15.75
log-power-n2.mapjitter.ti0.15	Risky second	3	vertex	0.5437912698412698	0.49761507936507937	0.5876269841269841	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428	15.791428571428572
log-power-n2.mapjitter.ti0.15	Risky second	4	ips	0.6653015873015873	0.619829365079365	0.7129880952380953	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389	15.85014409221902
log-power-n2.mapjitter.ti0.15	Risky second	4	vertex	0.6649714285714284	0.6142857142857143	0.7085714285714286	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143	15.8
log-power-n2.mapjitter.ti0.15	Risky second	5	ips	0.7652493197278912	0.7222528344671202	0.80997052154195	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884	15.898255813953488
log-power-n2.mapjitter.ti0.15	Risky second	5	vertex	0.7535305555555556	0.7100734126984127	0.7942916666666666	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116	15.898550724637682
log-power-n2.mapjitter.ti0.15	Risky second	6	ips	0.8412857142857143	0.8	0.88	0.84	0.027255405754769875	3.206335403726708	33.391304347826086	15.889855072463767
log-power-n2.mapjitter.ti0.15	Risky second	6	vertex	0.8170666666666668	0.7761904761904762	0.8552857142857142	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555	15.884393063583815
