label	order	n_safe	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-perc	Risky first	7.0	ips	0.6416928571428571	0.5970595238095238	0.6828809523809524	0.6266666666666667	0.03944171555900126	2.2513736263736264	11.379807692307692	7.0
log-power-perc	Risky first	7.0	vertex	0.6408203463203463	0.5957323232323232	0.6843109668109667	0.6302308802308803	0.03945443774789204	2.250517598343685	11.376811594202898	7.0
log-power-perc	Risky first	10.0	ips	0.5816964285714286	0.5415584415584416	0.620362554112554	0.6142857142857143	0.03599380549880618	2.2700239808153477	16.350119904076738	10.0
log-power-perc	Risky first	10.0	vertex	0.5787379870129871	0.534608225108225	0.6271558441558441	0.5952813852813853	0.04040192328962872	2.265121951219512	16.32560975609756	10.0
log-power-perc	Risky first	14.0	ips	0.5251141774891775	0.47769480519480517	0.5710010822510821	0.5181818181818182	0.0358216549357417	2.2780061664953752	22.946043165467625	14.0
log-power-perc	Risky first	14.0	vertex	0.5225345238095238	0.48367424242424245	0.562582251082251	0.5228138528138528	0.043576203421306324	2.28228021978022	22.97596153846154	14.0
log-power-perc	Risky first	20.0	ips	0.47342045454545456	0.42704545454545456	0.5162337662337663	0.4597402597402597	0.04374134505259737	2.2886091127098322	32.88609112709832	20.0
log-power-perc	Risky first	20.0	vertex	0.4656820346320346	0.4213841991341991	0.5075432900432901	0.4872294372294373	0.04884614738116798	2.290264423076923	32.90264423076923	20.0
log-power-perc	Risky first	28.0	ips	0.4394404761904762	0.3952380952380953	0.4833928571428571	0.45	0.04833840406125902	2.298469387755102	46.17857142857143	28.0
log-power-perc	Risky first	28.0	vertex	0.4214816017316017	0.3776450216450217	0.4610800865800865	0.405974025974026	0.046608762258643535	2.289423740510697	46.05193236714976	28.0
log-power-perc	Risky second	7.0	ips	0.5790443722943723	0.5294318181818183	0.6190638528138528	0.6367965367965368	0.042630350378810064	2.250428228845495	11.376498800959233	7.0
log-power-perc	Risky second	7.0	vertex	0.5815221861471861	0.5428517316017316	0.6169480519480518	0.540909090909091	0.03846528379094796	2.249829118250171	11.374401913875598	7.0
log-power-perc	Risky second	10.0	ips	0.6018702380952381	0.5613290043290043	0.6425584415584416	0.59	0.0360197858891449	2.274818401937046	16.37409200968523	10.0
log-power-perc	Risky second	10.0	vertex	0.6010838744588745	0.558641774891775	0.6422348484848485	0.579004329004329	0.03692102849092557	2.2725301204819277	16.362650602409637	10.0
log-power-perc	Risky second	14.0	ips	0.6078446969696969	0.567521645021645	0.6448051948051947	0.6595238095238095	0.0366952124322258	2.284347231715653	22.99043062200957	14.0
log-power-perc	Risky second	14.0	vertex	0.5975416666666666	0.556060606060606	0.6400919913419914	0.5867965367965369	0.03049237834599614	2.2788953290146607	22.952267303102627	14.0
log-power-perc	Risky second	20.0	ips	0.5987857142857144	0.5547294372294372	0.6396590909090909	0.622943722943723	0.036424972825555194	2.2944976076555026	32.94497607655502	20.0
log-power-perc	Risky second	20.0	vertex	0.5834999999999999	0.5428571428571428	0.6263095238095236	0.5761904761904763	0.04588219048274321	2.291190476190476	32.911904761904765	20.0
log-power-perc	Risky second	28.0	ips	0.5793869047619047	0.5357142857142857	0.6214880952380952	0.5714285714285714	0.04482339777536488	2.298469387755102	46.17857142857143	28.0
log-power-perc	Risky second	28.0	vertex	0.5564523809523808	0.5118452380952382	0.5976190476190476	0.5333333333333333	0.048579254601023227	2.298469387755102	46.17857142857143	28.0
