label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-power-n1n2pmu.klw	log	power	n1n2pmu	shared_perceptual_noise	8	-4143.991581662691	47.16994989573623	225.87150518977296	0.0002399520095980804	0.8148614403749506
