label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-spl3-null.klw	log	spl3	null	shared_perceptual_noise	10	-4261.660131793923	46.43172960199753	157.87360810597875	0.0001199760047990402	0.7816260940152011
