label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-power-null	log	power	null	shared_perceptual_noise	8	-4268.5315553286655	46.12098089683539	151.41360509356036	0.0	0.6496743583228601
