label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-power-n1n2.pathfinder.klw	log	power	n1n2	independent	8	-4151.764771235324	47.05606506394701	219.86022733682466	0.0	0.5796492935501987
