label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-genweber-null.klw	log	genweber	null	shared_perceptual_noise	8	-4257.584089000385	46.30779670099282	142.26909788098783	0.0001199760047990402	0.8207843758909389
