label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-weber-n1.klw	log	weber	n1	independent	6	-4210.481796806818	46.90248598816591	163.29120302000456	0.0	0.5917442416526845
