label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
chf-affine-nullind	chf	affine	nullind	independent	8	-4262.359921999132	46.76459169491881	162.78139375394494	0.0	0.6813240360332341
