label	subject	order	stake2	stimulation_condition	parameter	median	lo	hi
log-power-percmem	1	Risky first	0	ips	slope	3.355719328917562	2.2632794833038106	4.590117218948501
log-power-percmem	2	Risky first	0	ips	slope	1.5853527514582733	0.935075119185684	2.3821010586339235
log-power-percmem	3	Risky first	0	ips	slope	4.170146355919749	2.878472166050784	5.752229802048204
log-power-percmem	4	Risky first	0	ips	slope	2.06968359162133	1.2343083616183281	3.0417756853846556
log-power-percmem	5	Risky first	0	ips	slope	2.422708012600986	1.4039488131293625	3.694559772675265
log-power-percmem	6	Risky first	0	ips	slope	2.6336352207589844	1.7426731406498102	3.7078145907824913
log-power-percmem	7	Risky first	0	ips	slope	1.5916250737748827	0.7932129972846883	2.4307324977864293
log-power-percmem	9	Risky first	0	ips	slope	3.2170525498459943	1.8698021368734004	4.611456298047535
log-power-percmem	10	Risky first	0	ips	slope	2.1962340001831446	1.2635940435658537	3.3405585634496284
log-power-percmem	11	Risky first	0	ips	slope	3.6956274110172567	2.7343600217021695	4.791923751510681
log-power-percmem	18	Risky first	0	ips	slope	3.4724854289010176	2.0357641696330564	4.892231001910039
log-power-percmem	19	Risky first	0	ips	slope	1.7983576059291657	0.7276945148259079	3.1613841289413322
log-power-percmem	21	Risky first	0	ips	slope	1.335446992926557	0.8293772206080895	1.9142977434346926
log-power-percmem	25	Risky first	0	ips	slope	4.455785302136469	3.1154355920502934	5.924118060230602
log-power-percmem	26	Risky first	0	ips	slope	3.106337927387488	2.2278808986322964	4.0369008747309945
log-power-percmem	29	Risky first	0	ips	slope	2.0016720508453014	1.0648042927037926	2.9596829354441763
log-power-percmem	30	Risky first	0	ips	slope	2.247456940289084	1.204356442667489	3.425126415336508
log-power-percmem	31	Risky first	0	ips	slope	2.837375018313357	1.6534089389017252	4.221685572406579
log-power-percmem	34	Risky first	0	ips	slope	2.5053683365709656	1.4338413367994398	3.7411192382609757
log-power-percmem	35	Risky first	0	ips	slope	2.648279893972781	1.7119799588444498	3.8203096586554737
log-power-percmem	36	Risky first	0	ips	slope	2.9237334337214316	2.019346084323442	3.964653229110918
log-power-percmem	37	Risky first	0	ips	slope	2.7423262749997144	1.8061665935942246	3.770072986295334
log-power-percmem	45	Risky first	0	ips	slope	2.025922907469791	1.074995783725503	3.1288475933608733
log-power-percmem	46	Risky first	0	ips	slope	2.2793795317126007	1.4860150691879372	3.127357454891301
log-power-percmem	47	Risky first	0	ips	slope	2.958977061090544	2.156916476495991	3.8513205792716474
log-power-percmem	50	Risky first	0	ips	slope	2.387431585647591	1.120015093412505	3.8933319342233546
log-power-percmem	53	Risky first	0	ips	slope	2.115055417156423	1.2961991168304041	3.015515561942239
log-power-percmem	56	Risky first	0	ips	slope	2.4552894999349713	1.3741289479625305	3.583873314796664
log-power-percmem	59	Risky first	0	ips	slope	2.292651267494424	1.4344755264473332	3.271242026433086
log-power-percmem	62	Risky first	0	ips	slope	2.6297617568137865	1.5124072908332429	4.040348015384238
log-power-percmem	63	Risky first	0	ips	slope	2.6114767951145943	1.6270700085557042	3.7545874053199686
log-power-percmem	67	Risky first	0	ips	slope	3.5263274257124078	2.444401588890199	4.827538865734818
log-power-percmem	69	Risky first	0	ips	slope	2.0525899726788186	1.138403162757332	3.1303845118590616
log-power-percmem	72	Risky first	0	ips	slope	3.4311856328276624	2.3378023413145046	4.7024111542600835
log-power-percmem	74	Risky first	0	ips	slope	1.9873068784025585	1.3032454021462434	2.7726518355226135
log-power-percmem	1	Risky first	0	ips	rnp	1.1251489867135525	1.0370298127274147	1.2299564862161136
log-power-percmem	2	Risky first	0	ips	rnp	1.009494053589953	0.8109796954499527	1.2378586712417181
log-power-percmem	3	Risky first	0	ips	rnp	0.9387084995006705	0.8508220492032421	1.0092617878836398
log-power-percmem	4	Risky first	0	ips	rnp	1.2514084391225357	1.089222666044344	1.489840280958053
log-power-percmem	5	Risky first	0	ips	rnp	0.7591739991538589	0.479113439286875	0.9423406836784445
log-power-percmem	6	Risky first	0	ips	rnp	1.3032024171075616	1.154304655131148	1.5504400410056847
log-power-percmem	7	Risky first	0	ips	rnp	0.7382222030645174	0.5160753414432124	0.8919171084099086
log-power-percmem	9	Risky first	0	ips	rnp	1.5267544664564219	1.3699621639094461	1.7914964994092721
log-power-percmem	10	Risky first	0	ips	rnp	0.6546230802109114	0.41515506773828764	0.8096102413448633
log-power-percmem	11	Risky first	0	ips	rnp	0.7984690328169624	0.708736748640368	0.8793800992817297
log-power-percmem	18	Risky first	0	ips	rnp	0.7899858613560671	0.7078273300018616	0.8701160671651237
log-power-percmem	19	Risky first	0	ips	rnp	1.3655187326477796	0.9295560424221377	1.6286487141767814
log-power-percmem	21	Risky first	0	ips	rnp	0.9974892393874463	0.8064513747082247	1.243361116625584
log-power-percmem	25	Risky first	0	ips	rnp	0.8622328667633063	0.7885596186055837	0.9326407265470766
log-power-percmem	26	Risky first	0	ips	rnp	0.832065503846408	0.7401041711753535	0.9244024403313826
log-power-percmem	29	Risky first	0	ips	rnp	1.257086298694344	1.1001929554388514	1.5327342256527792
log-power-percmem	30	Risky first	0	ips	rnp	0.9041406682832656	0.6555674281018788	1.0358680929063033
log-power-percmem	31	Risky first	0	ips	rnp	0.9583719701500866	0.8337830793426984	1.047318623720322
log-power-percmem	34	Risky first	0	ips	rnp	1.1821324509944655	1.0059079258520407	1.3563368545158612
log-power-percmem	35	Risky first	0	ips	rnp	2.779959481003403	2.2031593331948525	4.0477476256062035
log-power-percmem	36	Risky first	0	ips	rnp	1.0257355963536785	0.9258492519675039	1.130809700180768
log-power-percmem	37	Risky first	0	ips	rnp	0.9471909445410938	0.8448345589642936	1.0608112734478108
log-power-percmem	45	Risky first	0	ips	rnp	1.6411914863552393	1.3184378740920495	1.9209130555000251
log-power-percmem	46	Risky first	0	ips	rnp	1.154942364156479	1.0194971013470702	1.3134818222446265
log-power-percmem	47	Risky first	0	ips	rnp	0.8417106808307312	0.7381969166407393	0.9291847668151696
log-power-percmem	50	Risky first	0	ips	rnp	1.4336825887595168	0.9276357932049755	1.6885609702657471
log-power-percmem	53	Risky first	0	ips	rnp	1.1275337104251397	0.9608832318047886	1.2895373493613864
log-power-percmem	56	Risky first	0	ips	rnp	0.9722166743180018	0.8113891238549549	1.088561919312604
log-power-percmem	59	Risky first	0	ips	rnp	1.785514163550399	1.512252373725231	2.3194852129161796
log-power-percmem	62	Risky first	0	ips	rnp	0.6067394805870527	0.38662599982155293	0.7695927373653827
log-power-percmem	63	Risky first	0	ips	rnp	0.9646455797483653	0.8346507941169221	1.077135412382151
log-power-percmem	67	Risky first	0	ips	rnp	1.1106113140342568	0.9772762241988727	1.2199643625348304
log-power-percmem	69	Risky first	0	ips	rnp	0.6711823881390239	0.4611059449051402	0.8063448820465916
log-power-percmem	72	Risky first	0	ips	rnp	0.9975636496887661	0.9118631635441412	1.0980893178263624
log-power-percmem	74	Risky first	0	ips	rnp	1.3951526719480407	1.1549800855877124	1.7945855368355204
log-power-percmem	1	Risky first	0	ips	logfrac_star	0.7157524602122824	0.6341976785702408	0.8048157920776035
log-power-percmem	2	Risky first	0	ips	logfrac_star	0.607286269051767	0.38832473909419807	0.8112200093213264
log-power-percmem	3	Risky first	0	ips	logfrac_star	0.5345867156193754	0.4362847185876176	0.6070561612547376
