label	subject	order	stake2	stimulation_condition	parameter	median	lo	hi
log-power-n1n2.pathfinder.ss1-ts1	1	Risky first	0	ips	slope	3.359329748242963	2.363368757281028	4.511642025371725
log-power-n1n2.pathfinder.ss1-ts1	2	Risky first	0	ips	slope	1.6936131061511734	1.144883803339726	2.3383075204067194
log-power-n1n2.pathfinder.ss1-ts1	3	Risky first	0	ips	slope	4.02330008215386	2.887586437737123	5.46301732110873
log-power-n1n2.pathfinder.ss1-ts1	4	Risky first	0	ips	slope	2.055664134193922	1.2217667245068025	2.9500089324748453
log-power-n1n2.pathfinder.ss1-ts1	5	Risky first	0	ips	slope	2.3460331164577033	1.3278895425645594	3.430660028942344
log-power-n1n2.pathfinder.ss1-ts1	6	Risky first	0	ips	slope	2.451375812848792	1.6588535748817965	3.4165587014996146
log-power-n1n2.pathfinder.ss1-ts1	7	Risky first	0	ips	slope	1.7726617694654363	1.0332976324530065	2.5542653919057146
log-power-n1n2.pathfinder.ss1-ts1	9	Risky first	0	ips	slope	2.88536812092247	1.3595116243549514	4.5897286977465495
log-power-n1n2.pathfinder.ss1-ts1	10	Risky first	0	ips	slope	2.1980537851880224	1.2026805433191314	3.2553318925859402
log-power-n1n2.pathfinder.ss1-ts1	11	Risky first	0	ips	slope	3.592327154172817	2.696454726707416	4.673903139230887
log-power-n1n2.pathfinder.ss1-ts1	18	Risky first	0	ips	slope	3.5490480144995797	2.293787509087465	5.065141839549375
log-power-n1n2.pathfinder.ss1-ts1	19	Risky first	0	ips	slope	1.496705857610014	0.6233857474545623	2.8385259065508817
log-power-n1n2.pathfinder.ss1-ts1	21	Risky first	0	ips	slope	1.446411283608217	0.9139344609626803	2.023644376133249
log-power-n1n2.pathfinder.ss1-ts1	25	Risky first	0	ips	slope	4.065201989055769	2.895630678045192	5.488707302343667
log-power-n1n2.pathfinder.ss1-ts1	26	Risky first	0	ips	slope	3.066089717486855	2.2603046117709176	3.8689590382896624
log-power-n1n2.pathfinder.ss1-ts1	29	Risky first	0	ips	slope	1.949418233944681	1.1172694783668224	2.816278344933342
log-power-n1n2.pathfinder.ss1-ts1	30	Risky first	0	ips	slope	2.410264243899107	1.4333356219856195	3.465362085580829
