statistic	observed	boot_lo	boot_hi	boot_sd	p_same_sign	loo_min	loo_max	most_influential	loo_shift	n_subj_same_sign
order_contrast	0.0463798214660665	0.006738754353416013	0.08777804997597122	0.020780987924395294	0.9915	0.03737118827266342	0.052530409856033605	25	-0.00900863319340308	13
dp_second	0.05287039004862977	0.009298297362538848	0.09591616316914858	0.022318940687474427	0.9905	0.04571575604629692	0.06512985874213337	45	0.012259468693503597	23
slope_second_ctbs	-0.09346153860888229	-0.22261538927975064	0.040447659870521555	0.06721881570622701	0.9154	-0.12844054622291268	-0.0657537509731987	9	-0.03497900761403039	22
slope_contrast	-0.08337948673571151	-0.22895880231280827	0.06387472382089832	0.07437284327422071	0.8714	-0.11457583820053592	-0.05465795082730842	9	-0.031196351464824412	22
