term	stimulation	payoff	nu	lo	hi	sim_lo	sim_hi
perceptual	ips	7.0	1.503654936608636	1.0448759527636462	2.1646136180846693		
perceptual	ips	7.176470588235294	1.5282506460108027	1.0738143637579727	2.174457171837688		
perceptual	ips	7.352941176470588	1.55255251784088	1.1028419697013956	2.1846377115404727		
perceptual	ips	7.529411764705882	1.5765511112008825	1.1313743699176606	2.1945841558710515		
perceptual	ips	7.705882352941177	1.6002380473840452	1.159192354520327	2.205143880850792		
perceptual	ips	7.882352941176471	1.6236059681061954	1.1860274091747887	2.2166318376181535		
perceptual	ips	8.058823529411764	1.6466484928537455	1.2130115110059203	2.230121073665225		
perceptual	ips	8.235294117647058	1.6693601758361918	1.2400944235648599	2.2432245820841654		
perceptual	ips	8.411764705882353	1.6917364629599645	1.2662407366238717	2.2551664537625364		
perceptual	ips	8.588235294117647	1.7137736491749183	1.2922983229952079	2.2677868009255944		
perceptual	ips	8.764705882352942	1.7354688364848008	1.3171525634494612	2.279836290518474		
perceptual	ips	8.941176470588236	1.7568198928593302	1.341480737717028	2.293654302331921		
perceptual	ips	9.117647058823529	1.7778254122376664	1.365545582990331	2.306707189694677		
perceptual	ips	9.294117647058824	1.7984846757709074	1.3889728384397435	2.3196123169377887		
perceptual	ips	9.470588235294118	1.8187976144146623	1.411750284543896	2.3319133998837325		
perceptual	ips	9.647058823529413	1.8387647729510264	1.4339752776576176	2.3448489912274915		
perceptual	ips	9.823529411764707	1.8583872754918873	1.4561437544337967	2.357213588426031		
perceptual	ips	10.0	1.877666792493554	1.476775052285857	2.3698476740786525		
perceptual	ips	10.176470588235293	1.8966055092922085	1.4973821597543853	2.383310160651905		
perceptual	ips	10.352941176470589	1.9152060961552049	1.5179835019189434	2.3975984487897954		
perceptual	ips	10.529411764705882	1.9334716798292917	1.5385169160415335	2.411101517864889		
perceptual	ips	10.705882352941178	1.9514058165572075	1.5584764365093964	2.4237178581070338		
perceptual	ips	10.882352941176471	1.969012466525475	1.5780177098528378	2.437376847562006		
perceptual	ips	11.058823529411764	1.9862959697003935	1.596547869146978	2.4510740611316715		
perceptual	ips	11.235294117647058	2.0032610230042	1.614938440694498	2.4639544682353276		
perceptual	ips	11.411764705882353	2.0199126587802	1.6327735282482436	2.4762314323377232		
