order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.0033691084089137457	-0.04134324862321315	0.032180055435252375	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.0015021000425688436	-0.035613128824097506	0.04232498741123236	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.0011182591058752078	-0.0337694056889104	0.048577459692010716	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	-0.0007959292169817944	-0.04547440028643035	0.039250724213130195	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.00468671360091083	-0.03376329798266997	0.04760097978585365	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	-0.00383122307934336	-0.03500341763499659	0.03709088739163935	0.03700550076489926	0.03892267001359706	42.217878391198916
