order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5402216685398242	0.5039997509370574	0.5863659624934504	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5347730549317016	0.4974372077379596	0.5727944373921818	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5398724397574022	0.5019602089639683	0.5769168945089997	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5385218704706763	0.5041257254097812	0.5735683539763592	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5245682767524873	0.48694281157439057	0.5655767259056732	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.5071390867989939	0.47065059708093765	0.5413565430957071	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5545590312360988	0.5164675758660721	0.6005805504019789	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5176273720014322	0.4826264036715165	0.5548109207000185	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.6202859951955263	0.5844767053551884	0.6526913352262755	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5989999734183944	0.5618924584187742	0.6339441976152503	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.63036995898838	0.590654034979223	0.6661727343249899	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6106433583959899	0.5755399293688769	0.645220950102529	42.217878391198916	0.5966871724766462	0.04575468210792034
