parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	8.751430975637184	4.227949265474546	10.680407148361274	0.9987
risky_prior_mu	sub-01	8.704154457196088			
risky_prior_mu	sub-02	8.741951204940811			
risky_prior_mu	sub-03	8.895062725592343			
risky_prior_mu	sub-04	8.603044818437567			
risky_prior_mu	sub-05	8.998277692768621			
risky_prior_mu	sub-06	8.413535222999103			
risky_prior_mu	sub-07	8.96855049173825			
risky_prior_mu	sub-09	8.404714857550049			
risky_prior_mu	sub-10	9.183936241562174			
risky_prior_mu	sub-11	9.077053101247719			
risky_prior_mu	sub-18	9.215423288607507			
risky_prior_mu	sub-19	8.525044237190508			
risky_prior_mu	sub-21	8.83432640078017			
risky_prior_mu	sub-25	9.02982750713542			
risky_prior_mu	sub-26	9.031175583323533			
risky_prior_mu	sub-29	8.681121785605814			
risky_prior_mu	sub-30	9.027899928280702			
risky_prior_mu	sub-31	8.870471863699017			
risky_prior_mu	sub-34	8.73576397275993			
risky_prior_mu	sub-35	7.447554656264238			
risky_prior_mu	sub-36	8.722092680394			
risky_prior_mu	sub-37	8.88204278159974			
risky_prior_mu	sub-45	8.256638787327216			
risky_prior_mu	sub-46	8.594988758398467			
risky_prior_mu	sub-47	8.936706432180186			
risky_prior_mu	sub-50	8.50732787925463			
risky_prior_mu	sub-53	8.845114924425973			
risky_prior_mu	sub-56	8.602481824643148			
risky_prior_mu	sub-59	8.149304325450425			
risky_prior_mu	sub-62	9.41729415897947			
risky_prior_mu	sub-63	8.87055611048404			
risky_prior_mu	sub-67	8.696410701001804			
risky_prior_mu	sub-69	9.130024291267997			
risky_prior_mu	sub-72	8.971580372787521			
risky_prior_mu	sub-74	8.174031346501666			
risky_prior_sd	group	1.4664818014369805	0.9142979078246826	2.3280821980144255	1.0
risky_prior_sd	sub-01	1.4721230499224733			
risky_prior_sd	sub-02	1.365717721100732			
risky_prior_sd	sub-03	1.5588012555494657			
risky_prior_sd	sub-04	1.4596571861696335			
risky_prior_sd	sub-05	1.471125378055965			
risky_prior_sd	sub-06	1.4231823097770824			
risky_prior_sd	sub-07	1.4691310469602008			
risky_prior_sd	sub-09	1.3460063863080358			
risky_prior_sd	sub-10	1.4682251146782404			
risky_prior_sd	sub-11	1.55969386943777			
risky_prior_sd	sub-18	1.586402853481745			
risky_prior_sd	sub-19	1.3590119509248626			
risky_prior_sd	sub-21	1.3153227908496234			
risky_prior_sd	sub-25	1.6620419158640773			
risky_prior_sd	sub-26	1.6253952660450806			
risky_prior_sd	sub-29	1.3128462733605548			
risky_prior_sd	sub-30	1.4867074545869714			
risky_prior_sd	sub-31	1.511978431563062			
risky_prior_sd	sub-34	1.4422813892051922			
risky_prior_sd	sub-35	1.3796307637171057			
risky_prior_sd	sub-36	1.5435612334751192			
risky_prior_sd	sub-37	1.4918572397816785			
risky_prior_sd	sub-45	1.4081923033943056			
risky_prior_sd	sub-46	1.4903282770509143			
risky_prior_sd	sub-47	1.522733183899624			
risky_prior_sd	sub-50	1.4078592557130833			
risky_prior_sd	sub-53	1.5039361735165373			
risky_prior_sd	sub-56	1.4773057500759996			
risky_prior_sd	sub-59	1.3518430782403503			
risky_prior_sd	sub-62	1.4806334190809085			
risky_prior_sd	sub-63	1.511359069211091			
risky_prior_sd	sub-67	1.389762587262664			
risky_prior_sd	sub-69	1.493441875320959			
risky_prior_sd	sub-72	1.5421413407967288			
risky_prior_sd	sub-74	1.4015899857941925			
safe_prior_mu	group	3.5653138082201896	-3.700456977460628	5.547894216189114	0.9259
safe_prior_mu	sub-01	3.8032072445363774			
safe_prior_mu	sub-02	3.2897789807986193			
safe_prior_mu	sub-03	3.6285644575959557			
safe_prior_mu	sub-04	3.778576029838788			
safe_prior_mu	sub-05	3.34456967673845			
safe_prior_mu	sub-06	3.8520859714176323			
safe_prior_mu	sub-07	3.219678139028514			
safe_prior_mu	sub-09	3.8027789408829835			
safe_prior_mu	sub-10	3.096090818657767			
safe_prior_mu	sub-11	3.456224826264857			
safe_prior_mu	sub-18	3.230951259593583			
safe_prior_mu	sub-19	3.781530357823483			
safe_prior_mu	sub-21	3.255654834448886			
safe_prior_mu	sub-25	3.451185919699608			
safe_prior_mu	sub-26	3.403136832244435			
safe_prior_mu	sub-29	3.3948039128257945			
safe_prior_mu	sub-30	3.261584928174746			
safe_prior_mu	sub-31	3.4669767907460605			
safe_prior_mu	sub-34	3.5984382838531848			
safe_prior_mu	sub-35	4.594384800173017			
safe_prior_mu	sub-36	3.715299916713324			
safe_prior_mu	sub-37	3.5461777334348312			
safe_prior_mu	sub-45	4.026710156720508			
safe_prior_mu	sub-46	3.730361819644925			
safe_prior_mu	sub-47	3.3058905495494058			
safe_prior_mu	sub-50	3.848403544443311			
safe_prior_mu	sub-53	3.5961860502287726			
safe_prior_mu	sub-56	3.646766723759847			
safe_prior_mu	sub-59	4.069702054551628			
safe_prior_mu	sub-62	3.0065547411531			
safe_prior_mu	sub-63	3.58340714657749			
safe_prior_mu	sub-67	3.38596105441427			
safe_prior_mu	sub-69	3.116381308667785			
safe_prior_mu	sub-72	3.66292605238493			
safe_prior_mu	sub-74	3.7916375993778084			
safe_prior_sd	group	1.2510385953068628	0.6730968085040412	2.411581930858204	1.0
safe_prior_sd	sub-01	1.288347340498186			
safe_prior_sd	sub-02	1.285692580505859			
safe_prior_sd	sub-03	1.2518684501116528			
safe_prior_sd	sub-04	1.2574901816010913			
safe_prior_sd	sub-05	1.261922383574362			
safe_prior_sd	sub-06	1.2939236834547134			
safe_prior_sd	sub-07	1.2243978153862307			
safe_prior_sd	sub-09	1.306790582220202			
safe_prior_sd	sub-10	1.251413421467299			
safe_prior_sd	sub-11	1.223903124081678			
safe_prior_sd	sub-18	1.178394984288736			
safe_prior_sd	sub-19	1.3370510952957035			
safe_prior_sd	sub-21	1.3322959123422577			
safe_prior_sd	sub-25	1.1333119395445534			
safe_prior_sd	sub-26	1.1736284543635538			
safe_prior_sd	sub-29	1.320601068550157			
safe_prior_sd	sub-30	1.1980367199343707			
safe_prior_sd	sub-31	1.239721680525249			
safe_prior_sd	sub-34	1.298175365818096			
safe_prior_sd	sub-35	1.0613194309501315			
safe_prior_sd	sub-36	1.211394375458307			
safe_prior_sd	sub-37	1.2638911554403123			
safe_prior_sd	sub-45	1.258931309067589			
safe_prior_sd	sub-46	1.2314549098860614			
safe_prior_sd	sub-47	1.234371825704161			
safe_prior_sd	sub-50	1.29922490427008			
safe_prior_sd	sub-53	1.209110817584087			
safe_prior_sd	sub-56	1.2583365071614847			
safe_prior_sd	sub-59	1.2943125253853			
safe_prior_sd	sub-62	1.2537768496397557			
safe_prior_sd	sub-63	1.263621541653052			
safe_prior_sd	sub-67	1.2901343030999841			
safe_prior_sd	sub-69	1.2336575836248134			
safe_prior_sd	sub-72	1.2503213823407096			
safe_prior_sd	sub-74	1.2917275464734101			
