order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.2697287021036976	0.2529038471866364	0.28866265959263465	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.28701957865845307	0.2720592762124132	0.30292769287557136	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3611416142771833	0.3449004167126982	0.3795449134647039	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.3801105856211211	0.3653884866737539	0.39442369022292223	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.4903316305806226	0.4736375402525157	0.5074697255839197	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5032254332632333	0.48757171785115316	0.5173809571083803	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5974432387118606	0.5810320598755438	0.6159169409147799	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5996331708648742	0.5821479525164365	0.6163824189846372	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7085517296361903	0.6900452137548465	0.7268157962401145	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.6994445353622639	0.6810475761385911	0.7176980207682515	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7862765443610535	0.7672177577994598	0.8044443671606903	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7709713075427641	0.7491317703081773	0.7908143826867856	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.344584025591314	0.3228264340137322	0.36761470139600805	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.295157273736267	0.27668335806654604	0.3193582766589763	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4557621993018457	0.4322582425018605	0.48033303348950396	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.3974973034666152	0.37850466667143057	0.4199068145934916	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5897988861525206	0.5675951227015679	0.6129112055328756	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5335220759797668	0.5164311620653108	0.5531315784574188	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6909087721843542	0.6698023161643292	0.711834993453944	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6365922809778823	0.6193311911315701	0.6563416982431756	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7909686213756398	0.7728557112603943	0.8108040641356735	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7434601203518127	0.7264056070672592	0.7587012174931236	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8498831177404256	0.8324446377732715	0.8674976490630961	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8113361550597734	0.7946014329770614	0.8298906164460178	3.1878139151914366	0.8135714285714286	0.02718097721217697
