subject	term	payoff	d_nu	lo	hi	p_pos
18	perceptual	10.0	0.3142075941966168	-0.15984451705945002	0.9153564840233883	0.89495
19	perceptual	10.0	0.31196033697664527	-0.1697455734823349	0.8087552735240796	0.9277
21	perceptual	10.0	0.6484525700343623	0.05966721357118143	1.4869257519320638	0.98665
25	perceptual	10.0	0.28324214549674154	-0.22076636819837764	1.0524094227266736	0.8637
26	perceptual	10.0	0.3628940527626739	-0.06096953673886833	0.8743169164795206	0.9559
29	perceptual	10.0	0.410570264079122	-0.10900736862655426	1.0271925711150096	0.95075
30	perceptual	10.0	0.46756461105970465	0.025518336797893997	1.069204683701457	0.98015
31	perceptual	10.0	0.3404930188206683	-0.21249810857219428	0.9412883447176709	0.91305
34	perceptual	10.0	0.28650176674304956	-0.12234049112719927	0.770847095697588	0.9334
35	perceptual	10.0	0.5038950677585676	-0.28726329659151073	1.3472433686338778	0.91635
36	perceptual	10.0	0.2784903816425257	-0.24603449827558313	0.8255586021409955	0.87505
37	perceptual	10.0	0.2704302026908947	-0.20723080322241538	0.7632656545427132	0.89535
45	perceptual	10.0	0.48794673362046376	-0.05469689319060506	1.1756866527680483	0.9614
46	perceptual	10.0	0.4869463348048349	-0.11623172783982867	1.2112374620733088	0.94865
47	perceptual	10.0	0.23414288426324315	-0.6175117188193002	0.8169886732356205	0.82245
50	perceptual	10.0	0.4174662913131129	0.02477417357302017	0.9658318161975794	0.98215
53	perceptual	10.0	0.4662497950772384	0.01972911051076191	1.0373782723958147	0.97955
56	perceptual	10.0	0.619411468027007	-0.042145458493985086	1.540565984625883	0.9662
59	perceptual	10.0	0.44463948165422607	0.020935397701928645	1.0271526702180347	0.9804
62	perceptual	10.0	0.4620465869064865	-0.07303834624438278	1.1205740747919324	0.9589
63	perceptual	10.0	0.4850365676243156	0.041774959295388575	1.0945007375379427	0.986
67	perceptual	10.0	0.3202872976704989	-0.09288728437798982	0.8515787400567412	0.94335
69	perceptual	10.0	0.3395846124631448	-0.07420286687161227	0.8013305223226662	0.953
72	perceptual	10.0	0.42055853529507514	0.014212170227209029	0.9525140689351334	0.97825
