subject	n_voxels	null_mean	m0_mean	m0_beats_null	m0_gt0	m1_mean	m1_beats_null	m1_gt0	m2_mean	m2_beats_null	m2_gt0	m3_mean	m3_beats_null	m3_gt0	m4_mean	m4_beats_null	m4_gt0	m5_mean	m5_beats_null	m5_gt0	n_ok	n_sel_any	m0_selany_mean	m0_frac_wins	m0_selm0_mean	m1_selany_mean	m1_frac_wins	m1_selm0_mean	m2_selany_mean	m2_frac_wins	m2_selm0_mean	m3_selany_mean	m3_frac_wins	m3_selm0_mean	m4_selany_mean	m4_frac_wins	m4_selm0_mean	m5_selany_mean	m5_frac_wins	m5_selm0_mean	n_sel_m0
19	260	-0.018291572	-0.022194847	0.36923076923076925	0.2153846153846154	-0.015385698	0.4153846153846154	0.28846153846153844	-0.028509088	0.36153846153846153	0.2692307692307692	-0.020053834	0.4153846153846154	0.3038461538461538	-0.02302771	0.4	0.28076923076923077	-0.018772172	0.4153846153846154	0.2923076923076923	260	144	-0.001689379	0.3055555555555556	0.01605885	0.014418755	0.2847222222222222	0.014093251	0.0030646378	0.05555555555555555	0.0050620637	0.009332973	0.14583333333333334	0.011239414	0.0071060266	0.09027777777777778	0.008322649	0.013037584	0.11805555555555555	0.014626297	96
21	330	-0.018388592	-0.042777326	0.12424242424242424	0.03636363636363636	-0.028995594	0.3424242424242424	0.21818181818181817	-0.042485	0.22424242424242424	0.15454545454545454	-0.031468254	0.32727272727272727	0.21818181818181817	-0.038753685	0.2545454545454545	0.17272727272727273	-0.033797335	0.31212121212121213	0.20909090909090908	330	164	-0.029132599	0.0975609756097561	-0.005565639	0.0014851424	0.38414634146341464	0.0016273587	-0.011451895	0.06707317073170732	-0.00951267	0.0007317664	0.2073170731707317	0.0039696633	-0.0089123985	0.042682926829268296	-0.002244108	-0.00046950887	0.20121951219512196	0.009578932	41
25	236	-0.018515525	0.012530557	0.7203389830508474	0.5169491525423728	0.05981739	0.8008474576271186	0.673728813559322	0.04539521	0.6991525423728814	0.6313559322033898	0.052970152	0.7330508474576272	0.652542372881356	0.055182986	0.7330508474576272	0.6652542372881356	0.05581198	0.7542372881355932	0.6822033898305084	236	202	0.019515635	0.11386138613861387	0.027548583	0.07702043	0.44554455445544555	0.08705478	0.0627721	0.06930693069306931	0.072267406	0.06979297	0.13366336633663367	0.07987662	0.07281624	0.1188118811881188	0.082982354	0.07314922	0.1188118811881188	0.08642209	170
26	227	-0.014466965	-0.03760856	0.0881057268722467	0.03524229074889868	-0.036647063	0.3524229074889868	0.2026431718061674	-0.047518086	0.23348017621145375	0.15418502202643172	-0.030519737	0.32158590308370044	0.2511013215859031	-0.03557676	0.31277533039647576	0.19823788546255505	-0.05599189	0.30837004405286345	0.20704845814977973	227	123	-0.03435528	0.14634146341463414	-0.006360552	-0.008762221	0.2682926829268293	-0.032753013	-0.020104812	0.032520325203252036	-0.049218085	-0.005684988	0.24390243902439024	-0.037453823	-0.010080321	0.11382113821138211	-0.046138212	-0.044557866	0.1951219512195122	-0.03313079	20
29	329	-0.013258423	-0.02342603	0.303951367781155	0.11854103343465046	-0.0055491608	0.5288753799392097	0.3799392097264438	-0.019770449	0.3799392097264438	0.2765957446808511	-0.0121664265	0.45896656534954405	0.3100303951367781	-0.01720036	0.41033434650455924	0.2765957446808511	-0.010280779	0.5106382978723404	0.3282674772036474	329	220	-0.017812349	0.13636363636363635	-0.0016250233	0.011146679	0.41818181818181815	0.007005045	-0.0022230302	0.07272727272727272	-0.006035291	0.0036044382	0.12727272727272726	0.0017463054	-0.00087413157	0.10909090909090909	-0.0020513341	0.0052959663	0.13636363636363635	0.0037951884	100
30	361	-0.013974894	-0.03232088	0.1634349030470914	0.07479224376731301	-0.029141646	0.26038781163434904	0.18559556786703602	-0.041496463	0.1772853185595568	0.1329639889196676	-0.032656528	0.22437673130193905	0.1523545706371191	-0.03535225	0.22714681440443213	0.15512465373961218	-0.03056232	0.24376731301939059	0.18005540166204986	361	125	-0.019246545	0.192	0.0006080227	0.014619986	0.36	0.004384714	-0.0024031173	0.048	-0.0145719685	0.003926173	0.088	-0.007961962	0.006943219	0.144	-0.007837667	0.00925032	0.168	-0.000418463	59
31	183	-0.017833188	-0.031129805	0.20218579234972678	0.08196721311475409	0.0069777016	0.47540983606557374	0.3825136612021858	-0.0066485847	0.4426229508196721	0.3224043715846995	0.0047302716	0.5081967213114754	0.34972677595628415	-0.0003712425	0.4644808743169399	0.34972677595628415	0.0020196517	0.4808743169398907	0.36065573770491804	183	112	-0.02332945	0.05357142857142857	-0.0018626838	0.04354947	0.4732142857142857	0.049556185	0.031047745	0.026785714285714284	0.0300691	0.04122935	0.17857142857142858	0.043258887	0.037519686	0.15178571428571427	0.0389605	0.03821906	0.11607142857142858	0.0440553	37
34	198	-0.018405255	-0.037327584	0.20707070707070707	0.09595959595959595	-0.027794067	0.30808080808080807	0.18181818181818182	-0.04390876	0.23737373737373738	0.16161616161616163	-0.037175246	0.2828282828282828	0.15151515151515152	-0.03851752	0.2676767676767677	0.15656565656565657	-0.033631247	0.32323232323232326	0.20202020202020202	198	94	-0.02609683	0.1276595744680851	-0.0068657254	-0.00032055203	0.2765957446808511	-0.0044575874	-0.010272068	0.0851063829787234	-0.0050694933	-0.011971239	0.1276595744680851	-0.009763858	-0.007915861	0.11702127659574468	-0.01465856	-0.00058608607	0.26595744680851063	0.00863169	41
35	255	-0.017425178	-0.03562284	0.13725490196078433	0.0392156862745098	0.0019318343	0.4823529411764706	0.34509803921568627	-0.012365098	0.3607843137254902	0.26666666666666666	-0.003768809	0.4196078431372549	0.3176470588235294	-0.004257819	0.4196078431372549	0.30196078431372547	-0.007982816	0.39215686274509803	0.2784313725490196	255	148	-0.029592937	0.06756756756756757	-0.0055801384	0.035562683	0.4391891891891892	0.0103786	0.023125106	0.0472972972972973	-0.000890884	0.03053662	0.16891891891891891	0.0035850098	0.030852202	0.23648648648648649	-0.0005286434	0.024040926	0.04054054054054054	0.004539479	35
36	301	-0.020241205	-0.038317166	0.09302325581395349	0.019933554817275746	-0.018228555	0.4019933554817276	0.25249169435215946	-0.04105321	0.25249169435215946	0.1760797342192691	-0.027132155	0.34219269102990035	0.23920265780730898	-0.025618048	0.34551495016611294	0.2292358803986711	-0.02759789	0.3289036544850498	0.2026578073089701	301	165	-0.033676747	0.07878787878787878	-0.012653996	0.012291942	0.3878787878787879	0.013880788	-0.012110457	0.05454545454545454	-0.004228593	0.0005488605	0.22424242424242424	0.004943311	0.0046904134	0.09696969696969697	0.0031268501	-0.0020869798	0.15757575757575756	0.010240444	28
37	324	-0.014778427	-0.028499845	0.16358024691358025	0.09259259259259259	-0.021895861	0.35185185185185186	0.24691358024691357	-0.0445456	0.2037037037037037	0.15123456790123457	-0.03296385	0.23765432098765432	0.16358024691358025	-0.032759435	0.25308641975308643	0.19135802469135801	-0.03191598	0.25617283950617287	0.18518518518518517	324	138	-0.014997078	0.15217391304347827	0.018506318	0.020090697	0.45652173913043476	0.016650684	-0.0050821155	0.050724637681159424	-0.0022379048	0.0030324238	0.10144927536231885	0.012552928	0.008249623	0.12318840579710146	0.009438565	0.0070223627	0.11594202898550725	0.017664457	53
45	181	-0.016496936	-0.016434643	0.4419889502762431	0.2541436464088398	0.044770855	0.7292817679558011	0.6022099447513812	0.030867673	0.6408839779005525	0.5359116022099447	0.036929235	0.6740331491712708	0.5524861878453039	0.032755747	0.6408839779005525	0.5303867403314917	0.03677655	0.6574585635359116	0.5524861878453039	181	135	-0.0076160226	0.14074074074074075	0.008696492	0.073909365	0.5333333333333333	0.049976	0.059364628	0.05925925925925926	0.03502522	0.06492583	0.13333333333333333	0.039604284	0.05976287	0.06666666666666667	0.032586705	0.06599319	0.06666666666666667	0.042442907	80
46	210	-0.011759173	0.0022221056	0.6142857142857143	0.5	0.010931066	0.680952380952381	0.5619047619047619	0.0028593414	0.5571428571428572	0.5047619047619047	0.0068094376	0.6190476190476191	0.5190476190476191	0.0047257785	0.5857142857142857	0.5238095238095238	0.008126659	0.6190476190476191	0.5333333333333333	210	160	0.012853408	0.2625	0.022204733	0.02591834	0.26875	0.03268786	0.019942781	0.09375	0.028520767	0.022750022	0.14375	0.029566513	0.021227246	0.1	0.028006062	0.024323005	0.13125	0.033165693	129
47	252	-0.016585827	-0.035041537	0.1388888888888889	0.05555555555555555	-0.040347043	0.1746031746031746	0.09126984126984126	-0.0548648	0.07936507936507936	0.03571428571428571	-0.0447082	0.12698412698412698	0.047619047619047616	-0.050230317	0.10714285714285714	0.031746031746031744	-0.044638414	0.14285714285714285	0.05555555555555555	252	68	-0.016079102	0.38235294117647056	-0.0020825611	-0.010343955	0.27941176470588236	-0.011139654	-0.025789252	0.04411764705882353	-0.032806203	-0.018969858	0.11764705882352941	-0.025219366	-0.024574213	0.07352941176470588	-0.030894054	-0.017847363	0.10294117647058823	-0.012693501	35
50	535	-0.015944457	-0.039554656	0.14392523364485982	0.06728971962616823	-0.028392762	0.33457943925233646	0.2523364485981308	-0.0386617	0.33457943925233646	0.2523364485981308	-0.03002293	0.36074766355140186	0.2523364485981308	-0.031751946	0.33084112149532713	0.23177570093457944	-0.03530911	0.3364485981308411	0.24485981308411214	535	279	-0.029599905	0.1003584229390681	-0.00229534	0.00037014484	0.22939068100358423	-0.006018109	-0.0035776186	0.17562724014336917	-0.0053748367	0.0005123384	0.18996415770609318	-0.0037365595	-0.0005706383	0.13620071684587814	-0.009490853	-0.0049396623	0.16845878136200718	0.005886545	77
53	350	-0.014570678	-0.02537546	0.23714285714285716	0.14857142857142858	-0.015847478	0.4228571428571429	0.26571428571428574	-0.028875869	0.35714285714285715	0.23714285714285716	-0.021823848	0.37142857142857144	0.2542857142857143	-0.025347393	0.3485714285714286	0.21714285714285714	-0.019352803	0.4	0.26571428571428574	350	199	-0.016575279	0.09045226130653267	0.006520347	0.0075932993	0.27638190954773867	0.013193201	-0.0024862152	0.1407035175879397	2.376282e-05	0.0018460829	0.20100502512562815	0.0057544135	-0.00045797243	0.11557788944723618	0.003613077	0.0053769853	0.17587939698492464	0.012842517	83
56	305	-0.014214152	-0.0359197	0.1180327868852459	0.05245901639344262	-0.022672411	0.3442622950819672	0.23934426229508196	-0.030143024	0.29180327868852457	0.19344262295081968	-0.027935706	0.31475409836065577	0.22295081967213115	-0.023889601	0.3377049180327869	0.21967213114754097	-0.025901694	0.32131147540983607	0.2262295081967213	305	157	-0.027714407	0.07006369426751592	0.00020334314	-0.0013543045	0.34394904458598724	0.0016546592	-0.0065189325	0.10828025477707007	-0.0059665507	-0.004660414	0.17197452229299362	-0.00064500794	-0.0034465333	0.15286624203821655	-0.009202544	-0.0027258063	0.15286624203821655	0.0061925966	36
59	349	-0.023620114	-0.005400602	0.6131805157593123	0.4383954154727794	0.07230153	0.8108882521489972	0.7106017191977078	0.048700195	0.7020057306590258	0.6160458452722063	0.060963344	0.7478510028653295	0.6504297994269341	0.0667927	0.7621776504297995	0.6590257879656161	0.06835501	0.7851002865329513	0.6934097421203438	349	298	0.0027656988	0.06375838926174497	0.020900717	0.098112695	0.40268456375838924	0.11263955	0.073339574	0.053691275167785234	0.090937376	0.086311325	0.19463087248322147	0.10528354	0.0934806	0.1174496644295302	0.11030014	0.093868315	0.16778523489932887	0.11383498	214
62	540	-0.0131498445	-0.020576	0.31296296296296294	0.17037037037037037	-0.0010890175	0.5185185185185185	0.412962962962963	-0.014211135	0.44814814814814813	0.36666666666666664	-0.0042225444	0.5203703703703704	0.40925925925925927	-0.00811902	0.48518518518518516	0.3962962962962963	-0.0029563776	0.5166666666666667	0.412962962962963	540	352	-0.012968722	0.11079545454545454	0.006542765	0.02206179	0.3039772727272727	0.018933626	0.012902865	0.06534090909090909	0.01063425	0.021770034	0.21306818181818182	0.019808745	0.01762836	0.11363636363636363	0.01407819	0.021524964	0.19318181818181818	0.022253668	169
63	470	-0.017810594	-0.010312059	0.5723404255319149	0.37446808510638296	-0.00057524507	0.7340425531914894	0.4829787234042553	-0.0064101634	0.6042553191489362	0.42340425531914894	-0.003992598	0.6340425531914894	0.4297872340425532	-0.004917774	0.6148936170212767	0.4148936170212766	-0.0019647893	0.6617021276595745	0.4553191489361702	470	396	-0.00513915	0.255050505050505	0.011166171	0.008747899	0.24494949494949494	0.01024861	0.002950236	0.18434343434343434	0.008361283	0.004829107	0.08080808080808081	0.008610269	0.004909677	0.11363636363636363	0.008240092	0.007330736	0.12121212121212122	0.013942137	269
67	285	-0.01799972	-0.050677873	0.03508771929824561	0.010526315789473684	-0.037638027	0.24210526315789474	0.15087719298245614	-0.055652183	0.2	0.11228070175438597	-0.045148987	0.20350877192982456	0.13333333333333333	-0.048220165	0.19649122807017544	0.12982456140350876	-0.043629542	0.22807017543859648	0.14385964912280702	285	93	-0.035494514	0.021505376344086023	-0.0102965385	0.011760132	0.4731182795698925	0.014104878	-0.0029096603	0.10752688172043011	-0.010772688	0.0041148504	0.11827956989247312	-0.00047314353	0.0036554313	0.0967741935483871	-0.00019661934	0.0066832453	0.1827956989247312	0.012819113	10
69	423	-0.018577201	-0.022237469	0.41371158392434987	0.2293144208037825	0.0065651834	0.5910165484633569	0.4326241134751773	-0.005302199	0.5106382978723404	0.39243498817966904	0.00062481954	0.5839243498817966	0.40425531914893614	0.0028858904	0.5721040189125296	0.41843971631205673	0.0012712834	0.5460992907801419	0.41134751773049644	423	300	-0.011687582	0.13	0.008939437	0.030214075	0.33	0.032329086	0.02088218	0.1	0.027583458	0.025412617	0.13666666666666666	0.03166559	0.027977133	0.14333333333333334	0.033906657	0.026111223	0.16	0.034203205	175
72	412	-0.015569218	-0.024331046	0.3276699029126214	0.21359223300970873	0.0014609112	0.5655339805825242	0.4854368932038835	-0.0015841572	0.4830097087378641	0.39563106796116504	0.0043989187	0.5339805825242718	0.44660194174757284	0.0061522606	0.5606796116504854	0.44902912621359226	-0.002835338	0.5169902912621359	0.41504854368932037	412	275	-0.012909603	0.09454545454545454	0.014027672	0.041045573	0.3018181818181818	0.0589014	0.03224483	0.06545454545454546	0.05716714	0.03677911	0.15636363636363637	0.05595364	0.03961041	0.15636363636363637	0.05960343	0.037173733	0.22545454545454546	0.06383166	135
74	391	-0.017124655	-0.022834182	0.3375959079283887	0.16879795396419436	-0.0014723383	0.5626598465473146	0.4373401534526854	-0.010516229	0.5166240409207161	0.3734015345268542	-0.001244251	0.6035805626598465	0.43478260869565216	-0.0027723024	0.5882352941176471	0.4398976982097187	-0.0039018483	0.5882352941176471	0.4194373401534527	391	286	-0.01748434	0.1958041958041958	0.0064450097	0.0148470085	0.2762237762237762	0.016433623	0.007630224	0.03496503496503497	0.009117791	0.016111918	0.18181818181818182	0.016487855	0.015704846	0.17832167832167833	0.017033989	0.012625032	0.13286713286713286	0.018555436	132
