parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	13.051061399717767	9.724181313696015	17.313852731087806	1.0
risky_prior_mu	sub-01	12.999508427936956			
risky_prior_mu	sub-02	13.109238721525399			
risky_prior_mu	sub-03	13.158768742385032			
risky_prior_mu	sub-04	12.899945466821316			
risky_prior_mu	sub-05	13.256657120229168			
risky_prior_mu	sub-06	12.871470039244189			
risky_prior_mu	sub-07	13.291682438757908			
risky_prior_mu	sub-09	12.818709891211824			
risky_prior_mu	sub-10	13.420279831736611			
risky_prior_mu	sub-11	13.408606721841661			
risky_prior_mu	sub-18	13.320442518462723			
risky_prior_mu	sub-19	12.874130988615809			
risky_prior_mu	sub-21	13.217745395203362			
risky_prior_mu	sub-25	13.332273979366889			
risky_prior_mu	sub-26	13.308724459555938			
risky_prior_mu	sub-29	12.9640543413868			
risky_prior_mu	sub-30	13.18598734270962			
risky_prior_mu	sub-31	13.100192384080437			
risky_prior_mu	sub-34	13.057913397071855			
risky_prior_mu	sub-35	12.153667509437085			
risky_prior_mu	sub-36	13.012927559279452			
risky_prior_mu	sub-37	13.222840293718274			
risky_prior_mu	sub-45	12.550663099122472			
risky_prior_mu	sub-46	12.804591581212525			
risky_prior_mu	sub-47	13.229012567469463			
risky_prior_mu	sub-50	12.954564846964912			
risky_prior_mu	sub-53	13.020050722807078			
risky_prior_mu	sub-56	13.08378557726967			
risky_prior_mu	sub-59	12.545320622792582			
risky_prior_mu	sub-62	13.628403369424039			
risky_prior_mu	sub-63	13.21617918395232			
risky_prior_mu	sub-67	12.816742779830903			
risky_prior_mu	sub-69	13.230760949255346			
risky_prior_mu	sub-72	13.11318371819104			
risky_prior_mu	sub-74	12.562017524649614			
risky_prior_sd	group	1.4656989539679817	0.7811160781434124	2.074061450229586	1.0
risky_prior_sd	sub-01	1.5014888349493172			
risky_prior_sd	sub-02	1.431506378497128			
risky_prior_sd	sub-03	1.5074805373380307			
risky_prior_sd	sub-04	1.4619274021058346			
risky_prior_sd	sub-05	1.471907121019446			
risky_prior_sd	sub-06	1.4585828826588414			
risky_prior_sd	sub-07	1.4525590961062909			
risky_prior_sd	sub-09	1.4228426255076534			
risky_prior_sd	sub-10	1.4383760251673936			
risky_prior_sd	sub-11	1.4875824498282533			
risky_prior_sd	sub-18	1.4983355790867552			
risky_prior_sd	sub-19	1.4151430142193495			
risky_prior_sd	sub-21	1.4078493781302892			
risky_prior_sd	sub-25	1.509255991490068			
risky_prior_sd	sub-26	1.508607605471571			
risky_prior_sd	sub-29	1.4125212840249028			
risky_prior_sd	sub-30	1.4586800215426368			
risky_prior_sd	sub-31	1.4891044274796799			
risky_prior_sd	sub-34	1.450787661084367			
risky_prior_sd	sub-35	1.4533173740580945			
risky_prior_sd	sub-36	1.5015826706849575			
risky_prior_sd	sub-37	1.4847767641099805			
risky_prior_sd	sub-45	1.4638774580393266			
risky_prior_sd	sub-46	1.485780629276688			
risky_prior_sd	sub-47	1.4940921850202795			
risky_prior_sd	sub-50	1.444507102171912			
risky_prior_sd	sub-53	1.4631140206571063			
risky_prior_sd	sub-56	1.4921115824239735			
risky_prior_sd	sub-59	1.44004397997842			
risky_prior_sd	sub-62	1.452068578278107			
risky_prior_sd	sub-63	1.4794041449308926			
risky_prior_sd	sub-67	1.4434399359557375			
risky_prior_sd	sub-69	1.4567640353408415			
risky_prior_sd	sub-72	1.5019109715224803			
risky_prior_sd	sub-74	1.4422144895231652			
