parameter	level	mean	lo	hi	p_gt0
safe_prior_mu	group	6.906019845201186	4.797703048342009	9.47335291047502	1.0
safe_prior_mu	sub-01	7.155400323251381			
safe_prior_mu	sub-02	6.530873237962041			
safe_prior_mu	sub-03	6.8630736484342885			
safe_prior_mu	sub-04	7.158164520665038			
safe_prior_mu	sub-05	6.480116208375382			
safe_prior_mu	sub-06	7.197280636159469			
safe_prior_mu	sub-07	6.4274477754031425			
safe_prior_mu	sub-09	7.2127405127623305			
safe_prior_mu	sub-10	6.150863702428164			
safe_prior_mu	sub-11	6.623276967554514			
safe_prior_mu	sub-18	6.6202720585103085			
safe_prior_mu	sub-19	7.020891642315107			
safe_prior_mu	sub-21	6.328763676867263			
safe_prior_mu	sub-25	6.767038731300863			
safe_prior_mu	sub-26	6.669102267653001			
safe_prior_mu	sub-29	6.744560036489104			
safe_prior_mu	sub-30	6.568663094702804			
safe_prior_mu	sub-31	6.764233523925858			
safe_prior_mu	sub-34	6.775911602111425			
safe_prior_mu	sub-35	8.68413106404376			
safe_prior_mu	sub-36	7.118955540092211			
safe_prior_mu	sub-37	6.79160869931147			
safe_prior_mu	sub-45	7.913856959954305			
safe_prior_mu	sub-46	7.324826465157897			
safe_prior_mu	sub-47	6.586234939527554			
safe_prior_mu	sub-50	7.1457536813994285			
safe_prior_mu	sub-53	6.9268209395595886			
safe_prior_mu	sub-56	6.943968934541494			
safe_prior_mu	sub-59	7.814534801027487			
safe_prior_mu	sub-62	6.041751820889966			
safe_prior_mu	sub-63	6.701673721879698			
safe_prior_mu	sub-67	6.9461482867652915			
safe_prior_mu	sub-69	6.291724525626259			
safe_prior_mu	sub-72	7.034513016347449			
safe_prior_mu	sub-74	7.361912842986481			
safe_prior_sd	group	1.2157430823904332	0.578269928753997	1.777047243776969	1.0
safe_prior_sd	sub-01	1.2224853684947838			
safe_prior_sd	sub-02	1.3499693890216276			
safe_prior_sd	sub-03	1.1730036848746843			
safe_prior_sd	sub-04	1.2569279779523412			
safe_prior_sd	sub-05	1.263345602225974			
safe_prior_sd	sub-06	1.341228167674425			
safe_prior_sd	sub-07	1.209313138862216			
safe_prior_sd	sub-09	1.5087317474047832			
safe_prior_sd	sub-10	1.3053110257278882			
safe_prior_sd	sub-11	1.2015876412443147			
safe_prior_sd	sub-18	0.9397065938830949			
safe_prior_sd	sub-19	1.5926360116759724			
safe_prior_sd	sub-21	1.5646101984842296			
safe_prior_sd	sub-25	0.9493698668907484			
safe_prior_sd	sub-26	1.0065875307241934			
safe_prior_sd	sub-29	1.4780056926012295			
safe_prior_sd	sub-30	1.1515329492455857			
safe_prior_sd	sub-31	1.0893511329888894			
safe_prior_sd	sub-34	1.4207039017474852			
safe_prior_sd	sub-35	0.24411817452084514			
safe_prior_sd	sub-36	1.061413860174238			
safe_prior_sd	sub-37	1.236413567077349			
safe_prior_sd	sub-45	1.1123140490314625			
safe_prior_sd	sub-46	1.0419723019093867			
safe_prior_sd	sub-47	1.1175857624133156			
safe_prior_sd	sub-50	1.5198150661965402			
safe_prior_sd	sub-53	1.1881591386507078			
safe_prior_sd	sub-56	1.18005504468541			
safe_prior_sd	sub-59	1.2799385194757609			
safe_prior_sd	sub-62	1.246334225734114			
safe_prior_sd	sub-63	1.3027384910469395			
safe_prior_sd	sub-67	1.2785603783299089			
safe_prior_sd	sub-69	1.1843099001741868			
safe_prior_sd	sub-72	1.1477737674149833			
safe_prior_sd	sub-74	1.2576420433412558			
