	mu	mu	mu	sd	sd	sd	amplitude	amplitude	amplitude	baseline	baseline	baseline
stimulation_condition	ips	vertex	diff	ips	vertex	diff	ips	vertex	diff	ips	vertex	diff
subject												
1	0.8986835479736328	0.8986835479736328	0.0	1.3515592813491821	1.3515592813491821	0.0	1.1523090600967407	1.4894596338272095	-0.33715057373046875	0.2331475466489792	0.2331475466489792	0.0
2	2.432654857635498	2.432654857635498	0.0	3.309781789779663	3.309781789779663	0.0	0.5829917788505554	1.092941403388977	-0.5099496245384216	-0.08542967587709427	-0.08542967587709427	0.0
3	0.007835582830011845	0.007835582830011845	0.0	2.692007541656494	2.692007541656494	0.0	0.5844817161560059	1.1913042068481445	-0.6068224906921387	-0.26693254709243774	-0.26693254709243774	0.0
4	0.4691483974456787	0.4691483974456787	0.0	3.512193202972412	3.512193202972412	0.0	1.8167362213134766	1.0925105810165405	0.724225640296936	-0.69204181432724	-0.69204181432724	0.0
5	2.957111120223999	2.957111120223999	0.0	3.900080919265747	3.900080919265747	0.0	0.4796066880226135	1.5396738052368164	-1.0600671172142029	-0.4863967299461365	-0.4863967299461365	0.0
6	1.082753300666809	1.082753300666809	0.0	5.1581621170043945	5.1581621170043945	0.0	0.1216772198677063	1.0082943439483643	-0.886617124080658	-0.20167343318462372	-0.20167343318462372	0.0
7	2.2887799739837646	2.2887799739837646	0.0	2.457991600036621	2.457991600036621	0.0	0.8821696639060974	1.6708589792251587	-0.7886893153190613	-0.6784889698028564	-0.6784889698028564	0.0
9	2.7664310932159424	2.7664310932159424	0.0	3.8604743480682373	3.8604743480682373	0.0	1.148464322090149	1.4098860025405884	-0.26142168045043945	-0.7854927778244019	-0.7854927778244019	0.0
10	2.482588529586792	2.482588529586792	0.0	2.9472663402557373	2.9472663402557373	0.0	2.523048162460327	2.6286776065826416	-0.10562944412231445	-2.1583497524261475	-2.1583497524261475	0.0
11	1.0132684707641602	1.0132684707641602	0.0	2.159058094024658	2.159058094024658	0.0	0.693500816822052	0.9779353141784668	-0.2844344973564148	-0.19499735534191132	-0.19499735534191132	0.0
18	2.2921030521392822	2.2921030521392822	0.0	1.2131428718566895	1.2131428718566895	0.0	0.7095547914505005	0.39808687567710876	0.3114679157733917	-0.2832788825035095	-0.2832788825035095	0.0
19	-0.16634273529052734	-0.16634273529052734	0.0	2.2947452068328857	2.2947452068328857	0.0	1.231378436088562	0.4338127076625824	0.7975657284259796	-0.06897114217281342	-0.06897114217281342	0.0
21	3.926750659942627	3.926750659942627	0.0	3.6256587505340576	3.6256587505340576	0.0	0.9906187057495117	0.7581835389137268	0.2324351668357849	-0.4316839277744293	-0.4316839277744293	0.0
25	1.508078932762146	1.508078932762146	0.0	1.8524833917617798	1.8524833917617798	0.0	1.3035056591033936	1.6249302625656128	-0.32142460346221924	-0.6917662024497986	-0.6917662024497986	0.0
26	2.2083287239074707	2.2083287239074707	0.0	3.165335178375244	3.165335178375244	0.0	1.0262774229049683	0.5683498978614807	0.45792752504348755	-0.6125802397727966	-0.6125802397727966	0.0
29	1.3534964323043823	1.3534964323043823	0.0	2.28690767288208	2.28690767288208	0.0	0.9897105097770691	1.1582393646240234	-0.16852885484695435	-0.5701324343681335	-0.5701324343681335	0.0
30	2.5237302780151367	2.5237302780151367	0.0	2.3716022968292236	2.3716022968292236	0.0	1.3225325345993042	1.2300413846969604	0.09249114990234375	-1.097156047821045	-1.097156047821045	0.0
31	0.5800669193267822	0.5800669193267822	0.0	2.4001312255859375	2.4001312255859375	0.0	0.529609203338623	1.1392902135849	-0.6096810102462769	-0.3374464809894562	-0.3374464809894562	0.0
34	0.46425721049308777	0.46425721049308777	0.0	2.203890323638916	2.203890323638916	0.0	0.3705174922943115	1.2588891983032227	-0.8883717060089111	-0.06525073945522308	-0.06525073945522308	0.0
35	2.78987979888916	2.78987979888916	0.0	3.6763720512390137	3.6763720512390137	0.0	1.1637986898422241	1.0139286518096924	0.14987003803253174	-0.7408782839775085	-0.7408782839775085	0.0
36	4.1188554763793945	4.1188554763793945	0.0	1.9170817136764526	1.9170817136764526	0.0	0.7720444202423096	0.8106298446655273	-0.03858542442321777	-0.3440473675727844	-0.3440473675727844	0.0
37	2.0721709728240967	2.0721709728240967	0.0	1.736950159072876	1.736950159072876	0.0	1.4035588502883911	1.3373838663101196	0.06617498397827148	-0.7878183722496033	-0.7878183722496033	0.0
45	2.173243999481201	2.173243999481201	0.0	3.7055022716522217	3.7055022716522217	0.0	2.117666244506836	1.8079992532730103	0.3096669912338257	-1.5009491443634033	-1.5009491443634033	0.0
46	0.059389617294073105	0.059389617294073105	0.0	2.3233983516693115	2.3233983516693115	0.0	1.6640903949737549	1.3719278573989868	0.29216253757476807	-0.31112316250801086	-0.31112316250801086	0.0
47	4.088012218475342	4.088012218475342	0.0	1.6626465320587158	1.6626465320587158	0.0	0.8442481160163879	1.0560156106948853	-0.21176749467849731	-0.6052611470222473	-0.6052611470222473	0.0
50	1.445576786994934	1.445576786994934	0.0	2.2120120525360107	2.2120120525360107	0.0	1.6463007926940918	0.6395290493965149	1.006771743297577	-0.32473787665367126	-0.32473787665367126	0.0
53	2.0063250064849854	2.0063250064849854	0.0	2.002765417098999	2.002765417098999	0.0	0.4804876744747162	0.5579774975776672	-0.07748982310295105	-0.11488579958677292	-0.11488579958677292	0.0
56	0.5458500385284424	0.5458500385284424	0.0	2.810629367828369	2.810629367828369	0.0	1.1521661281585693	1.5000616312026978	-0.3478955030441284	-0.4914202392101288	-0.4914202392101288	0.0
59	0.8456186056137085	0.8456186056137085	0.0	3.3684089183807373	3.3684089183807373	0.0	1.770687460899353	1.25530207157135	0.5153853893280029	-0.8548442125320435	-0.8548442125320435	0.0
62	0.5852656364440918	0.5852656364440918	0.0	2.445030927658081	2.445030927658081	0.0	1.328944444656372	1.609712839126587	-0.28076839447021484	-0.3580296039581299	-0.3580296039581299	0.0
63	1.0989066362380981	1.0989066362380981	0.0	2.5708236694335938	2.5708236694335938	0.0	1.4750325679779053	1.7867798805236816	-0.31174731254577637	-0.1778518408536911	-0.1778518408536911	0.0
67	1.9652371406555176	1.9652371406555176	0.0	3.0599942207336426	3.0599942207336426	0.0	0.5768082737922668	0.872718334197998	-0.2959100604057312	-0.5388210415840149	-0.5388210415840149	0.0
69	-1.183732032775879	-1.183732032775879	0.0	3.5428884029388428	3.5428884029388428	0.0	1.2804811000823975	2.109562397003174	-0.8290812969207764	-0.47962045669555664	-0.47962045669555664	0.0
72	1.381894826889038	1.381894826889038	0.0	1.7972111701965332	1.7972111701965332	0.0	0.7761292457580566	0.4675969183444977	0.30853232741355896	-0.025222785770893097	-0.025222785770893097	0.0
74	0.5701242685317993	0.5701242685317993	0.0	2.2485239505767822	2.2485239505767822	0.0	0.9301742315292358	1.218534231185913	-0.28835999965667725	-0.11828610301017761	-0.11828610301017761	0.0
