order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.34586202173332387	0.33280956713547505	0.3586492297154018	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.33225242272289734	0.3185140980485752	0.34384526320631625	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.4644049538211074	0.4520165560565565	0.47584767768507763	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.4512148351924412	0.43974440966822503	0.4618233077555954	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.6017546790360344	0.5913805896474722	0.611297657071404	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5898866158863966	0.5780200379933585	0.6000513407760389	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.7087160176056443	0.6981952442372881	0.7183393711589904	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.6961108682609444	0.6839296439970847	0.7074099996992914	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7829419151595707	0.7738527468314093	0.7914452694438877	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.7670663804094398	0.7577067892426121	0.777234852775639	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.8458491232124382	0.8368790259285543	0.8525362476266631	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.8290620693370059	0.8197137835862613	0.8374342140228432	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3459346916947957	0.3336949171835009	0.35938252860756653	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.33264204391542745	0.3178144151067565	0.345708121128489	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4700141385372782	0.4582040596529196	0.48149326360732675	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.4560391103822326	0.44189606235841833	0.46809933754705857	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.6171148321160004	0.6070725505773972	0.6275861484547408	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.6044308535527133	0.5922216236353836	0.614978171547522	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.7319521488524368	0.7211415753026065	0.7430339529479392	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.718646911029467	0.7035033734370003	0.7305742677601854	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.8216980622444915	0.8129898010422981	0.8305622377819109	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.8049842522615746	0.793180882965059	0.8152340451650809	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8818218175392626	0.8744503085105361	0.8896659703887834	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8677178239897821	0.8570729266672423	0.8774957579597862	3.1878139151914366	0.8135714285714286	0.02718097721217697
