subject	amp_loss	decode_acc_loss	decode_err_gain	post_width_gain	risk_seeking_gain	consistency_loss	neural_index	behav_index
1	0.7864350063327049	0.028330040393540624	-0.7453437301117123	-0.7870240026642088	0.5223593792548535	-0.1506517315012563	-0.1794006715124189	0.1858538238767986
2	2.871656862338267	1.8263473255649911	-0.40286631771684467	-0.4884101401124646	-0.018890774863092475	0.16824561244619823	0.9516819325184873	0.07467741879155287
3	0.007586671185930931	-1.7746091980894128	-0.3586382914833857	-0.04022279634974252	0.16372950614464227	0.3739744288035456	-0.5414709036841525	0.2688519674740939
4	-1.0342207130019445	-0.20956311675302924	-0.2900741082836938	-0.920073522097478	-0.7471538388008192	-0.1769709996627573	-0.6134828650340364	-0.46206241923178826
5	0.11773608279653745	1.025187732538093	0.6626054181221995	1.0015096042683507	0.032617509523704256	-0.48141277830878004	0.7017597094312951	-0.2243976343925379
6	0.9015616500804126	0.9568582741096798	1.1229652253953406	0.1459254195069119	0.29484150276557985	-0.3929763372917009	0.7818276422730863	-0.04906741726306052
7	0.20673353083435272	2.191758949598507	-0.4579044560428184	-1.2538156925788306	-0.2053107894509858	1.36456521230945	0.17169308295280272	0.5796272114292321
9	-0.528865906941686	1.2243844401351651	0.18890837360529175	-0.3378534740127218	1.409293474043549	-1.6146625559260195	0.13664335819651227	-0.10268454094123525
10	-0.3232250329149418	1.151655381271805	2.298993094052482	1.2994020225047689	0.032617509523704256	-0.08499610809308569	1.1067063662285284	-0.026189299284690718
11	-0.14540022693221105	0.916729804601663	1.4587505354239398	1.2758952445388372	-0.7292643868072062	-0.3538180966554165	0.8764938394080573	-0.5415412417313114
18	-1.0876149135362958	-0.30691974382407394	-1.4123420898546173	-1.086839234362129	-0.23245674451427806	1.075760864001721	-0.973428995394279	0.42165205974372155
19	-0.13975067920635892	-1.2008979949036873	-0.8785002894927816	-0.4809219040703431	-0.5237821400021226	1.2267369734518547	-0.6750177169182927	0.35147741672486604
21	-0.6658826837136699	0.05742435946285972	1.9360012781145888	2.4972396439924824	0.42595349938651694	0.6490588598765729	0.9561956494640653	0.5375061796315449
25	0.7332069424584755	-0.1758314087514408	0.3302392332412577	0.026406018336539133	-0.40849658080267065	2.7327741816698627	0.2285051963212079	1.162138800433596
26	-0.7512317165868647	-1.4347480508559662	-1.4856374904409622	-1.397458291093519	0.491509497696986	-0.16674416503671372	-1.2672688872443278	0.16238266633013615
29	-0.1367566393088655	-0.08371829123367229	-0.14629076176867833	-0.07612924752674671	1.8858139659641835	-0.05900256603688334	-0.11072373495949071	0.9134056999636501
30	-0.7008949978800326	-0.9689971619378014	0.1820876647795353	0.8329246711380318	1.6963075506801395	-0.5497441326196287	-0.16371995597506672	0.5732817090302553
31	1.0769464418869403	-0.9348029384896596	0.43451562576425345	0.14854584513009622	0.5394369922601017	-1.809277980537656	0.1813012435729076	-0.6349204941387772
34	2.712570601455677	0.2761685791827533	-0.46221823621212565	0.12360789690277824	0.0981735078341737	1.6693152147918027	0.6625322103322707	0.8837443613129882
35	-0.5907744839488209	-0.3447973281363167	-0.22903234981999226	-0.7224815118664853	-1.5065712239170512	0.1613954159021816	-0.4717714184429038	-0.6725879040074348
36	-0.7235564312462203	-0.5420890692271683	-0.7253029087580999	-0.9842130485402488	-0.42627447864957746	-1.4458187182924882	-0.7437903644429343	-0.9360465984710329
37	-0.3756949637887573	-1.0395331965749273	-0.7076912860802637	-0.9644370141627419	-0.5573864752705145	0.23150137392926146	-0.7718391151516725	-0.16294255067062655
45	-0.6151280877401141	0.2494534994163625	0.2589115209636255	0.2914488065723617	-3.04997712096978	0.4365800892823322	0.04617143480305892	-1.3066985158437239
46	-0.3589941041852581	0.6680050062317794	0.20552197561727328	-0.03307833626333493	0.4011634159918024	0.7630609730863925	0.12036363535011489	0.5821121945390975
47	-0.24135147355420417	-0.6697530945004335	1.153177717002283	2.3929696890113985	-0.5115495404466683	-1.7894149917682909	0.658760709489761	-1.1504822661074796
50	-0.5963160297653486	0.2375579586202889	0.10494868975687702	0.860756742932994	-1.8029504431694217	-2.0023274113999987	0.15173684038620283	-1.9026389272847102
53	-1.301349882305129	-0.23936877565848744	0.11671916643257287	0.5618883829716597	0.12461626345520303	-0.3704064838387007	-0.215527777139846	-0.12289511019174881
56	2.4730413023929585	0.3961647760421604	0.3570257914775285	0.17336096146460808	-0.7777427721124275	0.011422006533947324	0.8498982078443139	-0.3831603827892401
59	-0.6646707927467241	-0.4338936933941672	-1.2087444621448595	-2.0883843068789343	-0.4769564269232168	-0.310510531640444	-1.0989233137911714	-0.39373347928183045
62	-0.2907180806830654	1.220612396228363	1.2274331607454037	1.3185692342587443	0.8462392593586676	0.24226876747867773	0.8689741776373614	0.5442540134186726
63	-0.7809297348238124	-2.730752601434482	-2.2491638642543563	-0.3361770277834662	-0.03128581656044998	1.0920728326810816	-1.5242558070740293	0.5303935080603158
67	-0.7603202719597291	0.5059565496992213	0.27000322715073016	0.051338029890511984	2.306143602190131	-0.7824623289173209	0.0167443836951836	0.7618406366364051
69	0.45302311617125357	-0.4207882020173733	-1.7489317385939456	-1.1619824402607652	-0.29516248202863943	0.19347444996082327	-0.7196698161752076	-0.05084401603390808
72	0.5826030137598268	0.45126072912341697	-0.061275758250196766	-0.043109031908405995	1.0633340880017468	0.5964650543956111	0.23236973818116025	0.829899571198679
74	-0.10945337492328149	0.12720806356145328	1.261150441664155	0.20082280911148934	-0.03293848878676431	-0.4474743930741761	0.3699319848534541	-0.2402064409304702
