parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	10.132668736639275	8.422867550239072	11.391921310094954	1.0
risky_prior_mu	sub-01	10.138502282030744			
risky_prior_mu	sub-02	10.09645024573655			
risky_prior_mu	sub-03	10.184370137003558			
risky_prior_mu	sub-04	10.078767878177123			
risky_prior_mu	sub-05	10.236446981123164			
risky_prior_mu	sub-06	10.093748884243984			
risky_prior_mu	sub-07	10.186001160253946			
risky_prior_mu	sub-09	10.128599255882078			
risky_prior_mu	sub-10	10.235240019684836			
risky_prior_mu	sub-11	10.334072298295752			
risky_prior_mu	sub-18	10.265431525948722			
risky_prior_mu	sub-19	10.115744727997846			
risky_prior_mu	sub-21	10.159885079521834			
risky_prior_mu	sub-25	10.25733265356081			
risky_prior_mu	sub-26	10.229616340504142			
risky_prior_mu	sub-29	10.128364345150578			
risky_prior_mu	sub-30	10.219654847496951			
risky_prior_mu	sub-31	10.129543353250124			
risky_prior_mu	sub-34	10.184896606577864			
risky_prior_mu	sub-35	9.680293160666091			
risky_prior_mu	sub-36	10.08924598061468			
risky_prior_mu	sub-37	10.221507673746968			
risky_prior_mu	sub-45	9.887298371038565			
risky_prior_mu	sub-46	9.964128350362643			
risky_prior_mu	sub-47	10.157644953579213			
risky_prior_mu	sub-50	10.236172661349219			
risky_prior_mu	sub-53	10.1065584400386			
risky_prior_mu	sub-56	10.165824352211486			
risky_prior_mu	sub-59	9.881107847746708			
risky_prior_mu	sub-62	10.414620643814569			
risky_prior_mu	sub-63	10.223049619936646			
risky_prior_mu	sub-67	10.048091007801892			
risky_prior_mu	sub-69	10.159253296727655			
risky_prior_mu	sub-72	10.220166330008936			
risky_prior_mu	sub-74	9.745971065089964			
risky_prior_sd	group	1.3173693014493364	0.781108863303061	1.8250354086499188	1.0
risky_prior_sd	sub-01	1.3723141707347708			
risky_prior_sd	sub-02	1.2535568847531637			
risky_prior_sd	sub-03	1.3826916192086254			
risky_prior_sd	sub-04	1.3128510595277352			
risky_prior_sd	sub-05	1.3174703155104763			
risky_prior_sd	sub-06	1.32600140539538			
risky_prior_sd	sub-07	1.2737119839155022			
risky_prior_sd	sub-09	1.2816127347409674			
risky_prior_sd	sub-10	1.2953621103223354			
risky_prior_sd	sub-11	1.3541555249423844			
risky_prior_sd	sub-18	1.344647635566854			
risky_prior_sd	sub-19	1.2864607824768266			
risky_prior_sd	sub-21	1.2486968009841903			
risky_prior_sd	sub-25	1.367155345502194			
risky_prior_sd	sub-26	1.3773407295520033			
risky_prior_sd	sub-29	1.2566740583538603			
risky_prior_sd	sub-30	1.2905480528613342			
risky_prior_sd	sub-31	1.35187603470891			
risky_prior_sd	sub-34	1.318661731062511			
risky_prior_sd	sub-35	1.3063706545459959			
risky_prior_sd	sub-36	1.3515722993290897			
risky_prior_sd	sub-37	1.3387123097282192			
risky_prior_sd	sub-45	1.3091901208833765			
risky_prior_sd	sub-46	1.3249615286869574			
risky_prior_sd	sub-47	1.334591110969			
risky_prior_sd	sub-50	1.3021992639470483			
risky_prior_sd	sub-53	1.3000188612991481			
risky_prior_sd	sub-56	1.3486985375857485			
risky_prior_sd	sub-59	1.2824235153237653			
risky_prior_sd	sub-62	1.3030945243932208			
risky_prior_sd	sub-63	1.343386008557841			
risky_prior_sd	sub-67	1.286703667995776			
risky_prior_sd	sub-69	1.3058010128997677			
risky_prior_sd	sub-72	1.3626864302199992			
risky_prior_sd	sub-74	1.2767721090650193			
safe_prior_mu	group	5.1166235361477534	4.044984421031255	5.960531614653968	0.99965
safe_prior_mu	sub-01	5.6977068659276			
safe_prior_mu	sub-02	4.53651817399492			
safe_prior_mu	sub-03	5.35506328400756			
safe_prior_mu	sub-04	5.3870463423824795			
safe_prior_mu	sub-05	4.754914483961934			
safe_prior_mu	sub-06	5.377867806975045			
safe_prior_mu	sub-07	4.331515815403624			
