term	spline	regressor	mean	lo	hi	p_gt0
memory_noise_sd	1	Intercept	-0.10759733064613924	-0.7753287960465114	0.5745834952628998	0.36015
memory_noise_sd	1	stimulation_condition[T.vertex]	0.07020191446435006	-1.3822752511310101	1.9753840590731107	0.4219
memory_noise_sd	2	Intercept	0.059945510075132644	-1.3819542523266155	1.5723517488293757	0.5228
memory_noise_sd	2	stimulation_condition[T.vertex]	0.02098982142321895	-1.5119117487150613	1.6323426210749494	0.50365
memory_noise_sd	3	Intercept	-0.47233265840501837	-1.4906186900551333	0.5269445299438323	0.17905
memory_noise_sd	3	stimulation_condition[T.vertex]	0.07770473181478763	-0.9850212737408157	1.2215441338996362	0.54285
memory_noise_sd	4	Intercept	0.6779187425293549	0.07798230600776587	1.3747435866347084	0.98845
memory_noise_sd	4	stimulation_condition[T.vertex]	-0.3604247843686574	-1.1830064385855674	0.2883537579946083	0.1648
memory_noise_sd	5	Intercept	0.18869026686010826	-0.1407472355013377	0.5657440165720723	0.8673
memory_noise_sd	5	stimulation_condition[T.vertex]	-0.15855855869002403	-0.5581104054106731	0.25742941227565697	0.20675
memory_noise_sd	6	Intercept	0.2718730925019787	0.05053040067882815	0.5504022408583137	0.99235
memory_noise_sd	6	stimulation_condition[T.vertex]	0.06302685454890702	-0.2179588230427376	0.33819376470396184	0.68325
memory_noise_sd	7	Intercept	-0.1975797763694058	-0.8546039178153193	0.39956158892974236	0.26485
memory_noise_sd	7	stimulation_condition[T.vertex]	-0.3206822717071938	-1.043882438690067	0.40957426572602945	0.18705
memory_noise_sd	8	Intercept	0.009521070825998125	-0.6215448965018497	0.6739145431519441	0.50485
memory_noise_sd	8	stimulation_condition[T.vertex]	0.703644743012044	-0.10983263582505591	1.5426113598715658	0.9538
memory_noise_sd	9	Intercept	-0.11958072755641733	-0.6601895866870083	0.41932040505153645	0.3269
memory_noise_sd	9	stimulation_condition[T.vertex]	-0.24776517681576157	-0.9729243345241935	0.4593357475810171	0.2437
perceptual_noise_sd	1	Intercept	2.101827631096751	1.294088857219506	2.9657946342426182	1.0
perceptual_noise_sd	1	stimulation_condition[T.vertex]	-0.3452004541738268	-1.0014272227253687	0.2612281000341285	0.12505
perceptual_noise_sd	2	Intercept	1.5883376741033353	0.12879835973621165	2.8181032813712914	0.9838
perceptual_noise_sd	2	stimulation_condition[T.vertex]	0.08619108394239784	-1.0998881392514865	1.3315900284630235	0.55045
perceptual_noise_sd	3	Intercept	2.7073512797399717	1.8671343267921738	3.60105998734243	1.0
perceptual_noise_sd	3	stimulation_condition[T.vertex]	-0.44014529438863903	-1.2876376723358034	0.4044572908164301	0.15085
perceptual_noise_sd	4	Intercept	2.5890415893917433	1.9179085571218288	3.4845034261908867	1.0
perceptual_noise_sd	4	stimulation_condition[T.vertex]	-0.08119588659225924	-0.6171695772787862	0.41685084966310787	0.3788
perceptual_noise_sd	5	Intercept	3.2104409795099733	2.7368486429987406	3.7651613422347254	1.0
perceptual_noise_sd	5	stimulation_condition[T.vertex]	-0.09983748418354987	-0.4221545174685959	0.2382902876326792	0.26985
perceptual_noise_sd	6	Intercept	3.746668288397765	3.228618374124744	4.43091487115645	1.0
perceptual_noise_sd	6	stimulation_condition[T.vertex]	-0.3106325370229311	-0.6410589403087553	-0.031711423568151216	0.0147
perceptual_noise_sd	7	Intercept	5.193901201773108	4.494511062501054	6.058350793403613	1.0
perceptual_noise_sd	7	stimulation_condition[T.vertex]	0.0301296639051714	-0.5648789136846326	0.649113811977673	0.5383
perceptual_noise_sd	8	Intercept	6.089251305274227	5.259439977464037	7.128106737186268	1.0
perceptual_noise_sd	8	stimulation_condition[T.vertex]	-0.669809470470532	-1.3883250523569193	-0.0019719147695441636	0.02465
perceptual_noise_sd	9	Intercept	6.4966688440318086	5.6982860130309865	7.430163999494582	1.0
perceptual_noise_sd	9	stimulation_condition[T.vertex]	-0.011486813151230922	-0.6530317442382578	0.6585230632708206	0.4833
