safe_bin	median	lo	hi	observed
7.0	0.6148488135618108	0.5941294326241134	0.6376769690762522	0.6084897875277154
10.0	0.5912522209006945	0.5696998324229475	0.611729017994802	0.5943280765898712
14.0	0.5594267873661953	0.537261501879506	0.5802501009500316	0.5718772300779702
20.0	0.5293797630060351	0.5065895362539096	0.5529720194044315	0.5365220695123564
28.0	0.5005756904982159	0.4791636381657195	0.5232283820096031	0.49032311351922825
