order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.28955593419901987	0.2736674520613991	0.3042204158949612	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.3014491881708967	0.284087301454197	0.3188242243064135	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.37416751262530384	0.36018895921890354	0.38899146064850826	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.38580848234908827	0.37031205193534006	0.4000217408352419	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.4925107504090755	0.47678421509882424	0.5074426124528757	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5014379501543393	0.4874394245685597	0.5150783675867733	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5901193867527187	0.5719628922955042	0.6062192986659604	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5979256420616353	0.5839528057633692	0.6134297439089755	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.6900502224008851	0.6699200412647619	0.7081670441427315	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.696703304920767	0.6789133501186458	0.715854650610208	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7598480818091565	0.7391034979364162	0.780113951032558	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7679638508860349	0.7455938416311034	0.7882581931657577	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3117618716290345	0.2923646682953241	0.3324499130203882	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.30452869188185455	0.28699516282433096	0.3226887576627538	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4179126982343307	0.3995048969705159	0.43351975607664395	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.40673259230306696	0.39242037872483426	0.42176080480432154	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5610480082394848	0.543794130790179	0.5766373533721183	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5482765787314305	0.5346810840875165	0.5616811705232477	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6722415545024222	0.6561982978003335	0.6877208131749307	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6580270285772951	0.6441341764534937	0.670951403803052	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7860136095345348	0.7712206113997679	0.8021230254425173	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7742729324634968	0.758903149484014	0.7891276674903361	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8500490922729064	0.8367224856820555	0.8630390742542341	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.843210145003635	0.8290372948094921	0.8580220648655629	3.1878139151914366	0.8135714285714286	0.02718097721217697
