parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	8.699179340953709	5.222629650798119	10.47638888105383	0.99835
risky_prior_mu	sub-01	8.606818680430983			
risky_prior_mu	sub-02	8.716048803988041			
risky_prior_mu	sub-03	8.855714965251227			
risky_prior_mu	sub-04	8.523316083304024			
risky_prior_mu	sub-05	8.972062074453621			
risky_prior_mu	sub-06	8.321177962047875			
risky_prior_mu	sub-07	8.956819138226757			
risky_prior_mu	sub-09	8.291302155378865			
risky_prior_mu	sub-10	9.178884219222082			
risky_prior_mu	sub-11	9.052927937054239			
risky_prior_mu	sub-18	9.248733517948633			
risky_prior_mu	sub-19	8.427173339295315			
risky_prior_mu	sub-21	8.782417335831346			
risky_prior_mu	sub-25	9.047000456387535			
risky_prior_mu	sub-26	9.029824686965862			
risky_prior_mu	sub-29	8.625878409543594			
risky_prior_mu	sub-30	9.025367779871711			
risky_prior_mu	sub-31	8.856615404743913			
risky_prior_mu	sub-34	8.664506840464137			
risky_prior_mu	sub-35	7.2322454094837605			
risky_prior_mu	sub-36	8.663522885024822			
risky_prior_mu	sub-37	8.819343183010943			
risky_prior_mu	sub-45	8.158726260075445			
risky_prior_mu	sub-46	8.522018341594759			
risky_prior_mu	sub-47	8.91554161221147			
risky_prior_mu	sub-50	8.398245321405051			
risky_prior_mu	sub-53	8.786402244464933			
risky_prior_mu	sub-56	8.575894996873984			
risky_prior_mu	sub-59	8.015078832636897			
risky_prior_mu	sub-62	9.439914075447065			
risky_prior_mu	sub-63	8.82342739690872			
risky_prior_mu	sub-67	8.68578641105065			
risky_prior_mu	sub-69	9.133816626573564			
risky_prior_mu	sub-72	8.900857905426326			
risky_prior_mu	sub-74	8.091955238217261			
risky_prior_sd	group	1.2553263189334578	0.7487797654884634	1.9668072418618865	1.0
risky_prior_sd	sub-01	1.2527246275455042			
risky_prior_sd	sub-02	1.1718209331170826			
risky_prior_sd	sub-03	1.3210605102608701			
risky_prior_sd	sub-04	1.2553941168603717			
risky_prior_sd	sub-05	1.2539815955187736			
risky_prior_sd	sub-06	1.2210433079020782			
risky_prior_sd	sub-07	1.2594754949226052			
risky_prior_sd	sub-09	1.1656112899098436			
risky_prior_sd	sub-10	1.2465943514179632			
risky_prior_sd	sub-11	1.326656197051441			
risky_prior_sd	sub-18	1.3491532759060831			
risky_prior_sd	sub-19	1.1696123760607133			
risky_prior_sd	sub-21	1.121310090850327			
risky_prior_sd	sub-25	1.4207733681585517			
risky_prior_sd	sub-26	1.3836111970369194			
risky_prior_sd	sub-29	1.1298816685917934			
risky_prior_sd	sub-30	1.2744516031130517			
risky_prior_sd	sub-31	1.2893877187167604			
risky_prior_sd	sub-34	1.2389578737775573			
risky_prior_sd	sub-35	1.1982641621658723			
risky_prior_sd	sub-36	1.322139408336729			
risky_prior_sd	sub-37	1.2701737653261385			
risky_prior_sd	sub-45	1.2184495269432571			
risky_prior_sd	sub-46	1.2789295877784568			
risky_prior_sd	sub-47	1.294175721990227			
risky_prior_sd	sub-50	1.2069234078622475			
risky_prior_sd	sub-53	1.292497394180327			
risky_prior_sd	sub-56	1.2644502519445664			
risky_prior_sd	sub-59	1.1726426359239313			
risky_prior_sd	sub-62	1.2543012192942886			
risky_prior_sd	sub-63	1.2903077733568218			
risky_prior_sd	sub-67	1.1968672117418433			
risky_prior_sd	sub-69	1.2727217786453267			
risky_prior_sd	sub-72	1.3086802630611527			
risky_prior_sd	sub-74	1.2114402363458532			
safe_prior_mu	group	3.768237814197468	-1.2070489368538464	5.410911715485065	0.96385
safe_prior_mu	sub-01	3.9849262536686374			
safe_prior_mu	sub-02	3.5482264432239843			
safe_prior_mu	sub-03	3.846017550405927			
safe_prior_mu	sub-04	3.9456261327720945			
safe_prior_mu	sub-05	3.605046200002937			
safe_prior_mu	sub-06	4.00563438584733			
safe_prior_mu	sub-07	3.458707562494022			
safe_prior_mu	sub-09	3.990677017664449			
safe_prior_mu	sub-10	3.3970938129867427			
safe_prior_mu	sub-11	3.696834784582824			
safe_prior_mu	sub-18	3.4719001853209783			
safe_prior_mu	sub-19	3.974825628199218			
safe_prior_mu	sub-21	3.5266009496755775			
safe_prior_mu	sub-25	3.6732405979367715			
safe_prior_mu	sub-26	3.6240512408196293			
safe_prior_mu	sub-29	3.6286091509499485			
safe_prior_mu	sub-30	3.4915143059920273			
safe_prior_mu	sub-31	3.6800668743117573			
safe_prior_mu	sub-34	3.8348013241301926			
safe_prior_mu	sub-35	4.549615855530888			
safe_prior_mu	sub-36	3.874201983584756			
safe_prior_mu	sub-37	3.7514965424360525			
safe_prior_mu	sub-45	4.102539358536439			
safe_prior_mu	sub-46	3.8684662664796385			
safe_prior_mu	sub-47	3.53009014569482			
safe_prior_mu	sub-50	4.015425022191759			
safe_prior_mu	sub-53	3.781125649220529			
safe_prior_mu	sub-56	3.8492058134115177			
safe_prior_mu	sub-59	4.166853652728538			
safe_prior_mu	sub-62	3.3321848855092067			
safe_prior_mu	sub-63	3.8196828812569694			
safe_prior_mu	sub-67	3.632749544590492			
safe_prior_mu	sub-69	3.407338681132402			
safe_prior_mu	sub-72	3.848154318971226			
safe_prior_mu	sub-74	3.9359044039819864			
safe_prior_sd	group	1.0376049959747295	0.5112825409639973	1.928851890385182	0.99995
safe_prior_sd	sub-01	1.0636596765606392			
safe_prior_sd	sub-02	1.0612185373736507			
safe_prior_sd	sub-03	1.0385198390811268			
safe_prior_sd	sub-04	1.0408942123172071			
safe_prior_sd	sub-05	1.0455293954359368			
safe_prior_sd	sub-06	1.0654988769558327			
safe_prior_sd	sub-07	1.017711167514295			
safe_prior_sd	sub-09	1.075396201017478			
safe_prior_sd	sub-10	1.0356308805747922			
safe_prior_sd	sub-11	1.0184588644768402			
safe_prior_sd	sub-18	0.9880493434259905			
safe_prior_sd	sub-19	1.0921573077481814			
safe_prior_sd	sub-21	1.0932915259879956			
safe_prior_sd	sub-25	0.9591649844678332			
safe_prior_sd	sub-26	0.9850643880566804			
safe_prior_sd	sub-29	1.0846332297847245			
safe_prior_sd	sub-30	1.0012369615809416			
safe_prior_sd	sub-31	1.0286541987618978			
safe_prior_sd	sub-34	1.067156394023469			
safe_prior_sd	sub-35	0.9352911008571435			
safe_prior_sd	sub-36	1.0101268958341838			
safe_prior_sd	sub-37	1.0448904773096093			
safe_prior_sd	sub-45	1.0431315414726239			
safe_prior_sd	sub-46	1.0206465191772585			
safe_prior_sd	sub-47	1.0234870421102051			
safe_prior_sd	sub-50	1.0704676946073393			
safe_prior_sd	sub-53	1.0077936750928094			
safe_prior_sd	sub-56	1.0439536402060372			
safe_prior_sd	sub-59	1.067237886908742			
safe_prior_sd	sub-62	1.0403345392115475			
safe_prior_sd	sub-63	1.0464932163050245			
safe_prior_sd	sub-67	1.0614006192760361			
safe_prior_sd	sub-69	1.021769795297029			
safe_prior_sd	sub-72	1.038167021674737			
safe_prior_sd	sub-74	1.06071471364007			
