term	stimulation	payoff	nu	lo	hi	sim_lo	sim_hi
perceptual	ips	7.0	1.6876446629464488	1.3334149723994861	2.1329446643578502		
perceptual	ips	7.176470588235294	1.709455642918389	1.3631748911663457	2.1423218390424323		
perceptual	ips	7.352941176470588	1.7309964354784155	1.3928708715798905	2.153128115497089		
perceptual	ips	7.529411764705882	1.7522631282734136	1.4210214698038324	2.163694810264481		
perceptual	ips	7.705882352941177	1.7732524537741123	1.4485489986885693	2.172485413953436		
perceptual	ips	7.882352941176471	1.7939617575143159	1.47630488231577	2.1826918841342424		
perceptual	ips	8.058823529411764	1.8143889670660138	1.5029869885103844	2.191536137985604		
perceptual	ips	8.235294117647058	1.8345325618816082	1.5289091931906593	2.202889594933678		
perceptual	ips	8.411764705882353	1.8543915441051166	1.5542868152538447	2.212961690183528		
perceptual	ips	8.588235294117647	1.8739654104272365	1.5787407924285966	2.2230243029543537		
perceptual	ips	8.764705882352942	1.8932541250365877	1.6027459391202121	2.233424553871131		
perceptual	ips	8.941176470588236	1.912258093700476	1.6262146751778508	2.2454665362683697		
perceptual	ips	9.117647058823529	1.9309781389915321	1.6492659871103268	2.255456709036518		
perceptual	ips	9.294117647058824	1.9494154766640934	1.672270610626719	2.2662697696674323		
perceptual	ips	9.470588235294118	1.9675716931717877	1.6940730484167081	2.2782196196437887		
perceptual	ips	9.647058823529413	1.985448724309795	1.7158074621974668	2.2901505030370397		
perceptual	ips	9.823529411764707	2.003048834957345	1.7374921979390645	2.302305633976559		
perceptual	ips	10.0	2.0203745998910554	1.7583081184382094	2.3142782745557615		
perceptual	ips	10.176470588235293	2.0374288856346197	1.7785926459461032	2.325021307875383		
perceptual	ips	10.352941176470589	2.0542148333081225	1.7973845116873515	2.337005664482019		
perceptual	ips	10.529411764705882	2.070735842437259	1.816299581642123	2.3501519244646465		
perceptual	ips	10.705882352941178	2.086995555682155	1.8343173986355585	2.3626658476238154		
perceptual	ips	10.882352941176471	2.102997844444471	1.8522792627685658	2.3753159962103347		
perceptual	ips	11.058823529411764	2.118746795311101	1.8690695287870525	2.3883800635471037		
perceptual	ips	11.235294117647058	2.134246697293672	1.8854427527030966	2.400834158100443		
perceptual	ips	11.411764705882353	2.149502029822964	1.9024580243227454	2.4128254517575725		
perceptual	ips	11.588235294117649	2.1645174514595924	1.9188743978004414	2.4266038657195517		
perceptual	ips	11.764705882352942	2.179297789281468	1.9343874295058905	2.4399490379628133		
perceptual	ips	11.941176470588236	2.193848028912252	1.9496268279816227	2.4531562063063532		
perceptual	ips	12.117647058823529	2.208173305154329	1.9648374650160154	2.4669204584274698		
perceptual	ips	12.294117647058824	2.2222788931925295	1.979458988049779	2.480680676975598		
perceptual	ips	12.470588235294118	2.23617020033642	1.9940079702401297	2.4936963954326816		
perceptual	ips	12.647058823529413	2.2498527582696823	2.0079301984804014	2.5063167205325714		
perceptual	ips	12.823529411764707	2.2633322157775186	2.0213923092861883	2.519629321202949		
perceptual	ips	13.0	2.2766143319242973	2.03527832891434	2.5332033842051063		
perceptual	ips	13.176470588235293	2.2897049696550638	2.048527933755785	2.545381887537506		
perceptual	ips	13.352941176470589	2.3026100897958997	2.061468905205969	2.5579934708208225		
perceptual	ips	13.529411764705884	2.31533574543027	2.0738911738451025	2.5705688306297487		
perceptual	ips	13.705882352941178	2.327888076628833	2.0864148319757914	2.5829150676996466		
perceptual	ips	13.882352941176471	2.3402733055122082	2.0987014580624694	2.595778466301069		
perceptual	ips	14.058823529411764	2.352497731627486	2.1110959393956312	2.6077078621703236		
perceptual	ips	14.235294117647058	2.364567727619817	2.12349374380824	2.6205647163375563		
perceptual	ips	14.411764705882353	2.3764897351825898	2.13514198692881	2.632628650027088		
perceptual	ips	14.588235294117649	2.3882702612695437	2.146652340584847	2.644466256220177		
perceptual	ips	14.764705882352942	2.3999158745543636	2.1582500241578364	2.655731601086984		
perceptual	ips	14.941176470588236	2.411433202123444	2.169588425641751	2.6674577050780663		
perceptual	ips	15.11764705882353	2.422828926388698	2.180426600052013	2.679182477774169		
perceptual	ips	15.294117647058824	2.4341097822082776	2.19119581793817	2.6903719768260626		
perceptual	ips	15.470588235294118	2.4452825542034415	2.201666364608692	2.7017472624599055		
perceptual	ips	15.647058823529413	2.456354074261038	2.212401972148302	2.712670197721307		
perceptual	ips	15.823529411764707	2.4673312192114656	2.223092643221358	2.7237106087728056		
perceptual	ips	16.0	2.478220908672409	2.233615969509154	2.734692075899951		
perceptual	ips	16.176470588235297	2.4890301030499806	2.243949478178819	2.745866463642778		
perceptual	ips	16.352941176470587	2.4997658016882496	2.2543554579302825	2.7571664968967178		
perceptual	ips	16.529411764705884	2.5104350411599676	2.2646243780669018	2.7680893338596757		
perceptual	ips	16.705882352941178	2.521044893690993	2.274793789823584	2.7791094712001203		
perceptual	ips	16.88235294117647	2.531602465710934	2.2846691311049367	2.790073753435661		
perceptual	ips	17.058823529411764	2.5421148965243425	2.2944182243315887	2.8008288697947368		
perceptual	ips	17.235294117647058	2.5525893570954414	2.3043617217145838	2.811840466653387		
perceptual	ips	17.411764705882355	2.5630330489410333	2.3142494095245274	2.822701140954251		
perceptual	ips	17.58823529411765	2.5734530496359893	2.3242695388718566	2.8332673108826434		
perceptual	ips	17.764705882352942	2.5838529315754966	2.3343039020255043	2.843253218907102		
perceptual	ips	17.941176470588236	2.594232746183192	2.344149465412965	2.8541065429741757		
perceptual	ips	18.11764705882353	2.604592394062096	2.3537424172723163	2.8648188095848797		
perceptual	ips	18.294117647058826	2.614931778313265	2.3633702148393514	2.8751849302029857		
perceptual	ips	18.470588235294116	2.6252508044985663	2.3729942795983683	2.885769227178472		
perceptual	ips	18.647058823529413	2.6355493806042967	2.382636730210769	2.896525583409915		
perceptual	ips	18.823529411764707	2.64582741700476	2.3919295016862017	2.9069176390290523		
perceptual	ips	19.0	2.656084826426755	2.4014165990581455	2.917673216689935		
perceptual	ips	19.176470588235297	2.666321523914128	2.411004757259011	2.92863978900729		
perceptual	ips	19.352941176470587	2.676537426793053	2.420874889959459	2.9394199144028654		
perceptual	ips	19.529411764705884	2.6867324546376907	2.4302347433342155	2.9499041585853276		
perceptual	ips	19.705882352941178	2.696906529236049	2.4396750562204064	2.960520476349583		
perceptual	ips	19.88235294117647	2.707059574556745	2.4495866959383505	2.9711250405241953		
perceptual	ips	20.058823529411768	2.7171915167157707	2.459078346326918	2.9816860202043745		
perceptual	ips	20.235294117647058	2.7273022839438834	2.468351484129836	2.9921951531860063		
perceptual	ips	20.411764705882355	2.737391806554539	2.478089951665266	3.0026152532274977		
perceptual	ips	20.58823529411765	2.7474600169119765	2.4878578049853886	3.0131653344197002		
perceptual	ips	20.764705882352942	2.757506849400017	2.4973896584944333	3.023687286535609		
perceptual	ips	20.941176470588236	2.767532240391114	2.5070681042604535	3.0342312487109417		
perceptual	ips	21.11764705882353	2.7775361282158135	2.516473496995795	3.044827440757437		
perceptual	ips	21.294117647058826	2.7875184531328205	2.526116221122795	3.0553798860593164		
perceptual	ips	21.470588235294116	2.79747915729927	2.5355893621241457	3.0663816134786104		
perceptual	ips	21.647058823529413	2.80741818474151	2.5449135375671794	3.0766248050464933		
perceptual	ips	21.823529411764707	2.817335481326269	2.5542218569861497	3.087062976224857		
perceptual	ips	22.0	2.827230994732286	2.5637343754597537	3.0974253188567213		
perceptual	ips	22.176470588235297	2.8371046744222452	2.5728369029531475	3.1075442820069696		
perceptual	ips	22.352941176470587	2.8469564716152185	2.5821006956330987	3.11824753531326		
perceptual	ips	22.529411764705884	2.8567863392593185	2.591202934160483	3.1285022010160346		
perceptual	ips	22.705882352941178	2.866594232005127	2.600320081526091	3.1388101708691427		
perceptual	ips	22.88235294117647	2.876380106178937	2.609273640226255	3.1490504049044836		
perceptual	ips	23.058823529411764	2.8861439197568917	2.6181504394308814	3.1592391428969644		
perceptual	ips	23.23529411764706	2.8958856323392994	2.6276042666389694	3.1694611642205346		
perceptual	ips	23.411764705882355	2.9056052051252497	2.6369507696752974	3.1794317020256377		
perceptual	ips	23.58823529411765	2.915302600887742	2.6456230095488666	3.189867054916436		
perceptual	ips	23.764705882352942	2.9249777839491036	2.6545742465260007	3.2000606346906464		
perceptual	ips	23.941176470588236	2.934630720156739	2.6635919185392205	3.209863995716561		
perceptual	ips	24.11764705882353	2.9442613768593984	2.6727323929119127	3.2199673655814913		
perceptual	ips	24.294117647058826	2.953869722883633	2.681669997990233	3.2304553423765956		
perceptual	ips	24.47058823529412	2.9634557285105956	2.6908525048186704	3.2406374051717974		
perceptual	ips	24.647058823529413	2.97301936545338	2.6998923936022106	3.2507807707604295		
perceptual	ips	24.823529411764707	2.9825606068344084	2.7089298445939645	3.2608775646415817		
perceptual	ips	25.0	2.9920794271635063	2.7177990632138496	3.27094663657045		
perceptual	ips	25.176470588235297	3.001575802316051	2.726768491410652	3.2807244801738165		
perceptual	ips	25.35294117647059	3.011049709511442	2.735687758789391	3.2910226461848913		
perceptual	ips	25.529411764705884	3.0205011272922238	2.744585370913492	3.300922774987312		
perceptual	ips	25.705882352941178	3.029930035502958	2.7532907327321983	3.311208050627191		
perceptual	ips	25.88235294117647	3.0393364152700753	2.7622836208868704	3.3212832689519693		
perceptual	ips	26.058823529411764	3.0487202489814567	2.7708570679923157	3.3310963077467473		
perceptual	ips	26.23529411764706	3.0580815202667675	2.779559694388402	3.341315249248715		
perceptual	ips	26.411764705882355	3.0674202139778544	2.7883958423221302	3.3509755814916873		
perceptual	ips	26.58823529411765	3.076736316169395	2.7971950057982693	3.3612091612080626		
perceptual	ips	26.764705882352942	3.0860298140801943	2.805839122728005	3.370968505546045		
