order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5538186712962697	0.5108418295547884	0.5850509154219902	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.556794163981382	0.5259190074753985	0.5908402282763185	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5257166992155714	0.49163226518677644	0.5570871605420478	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.52754936909373	0.4982365716621577	0.5621640424909996	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5110711665527455	0.47139543935596573	0.550298036758563	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.5093080173696273	0.4784889340106058	0.5432504936583884	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.532345914027493	0.4984097201879157	0.5708188083845979	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5344277067126691	0.4978446305156831	0.5724187389469345	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.6147061427760897	0.5826652930709764	0.6477439684007573	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.6100806220095694	0.5745990354674565	0.652904970760234	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.6190892707960377	0.5800654802590893	0.6510876542004362	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6213406888433204	0.5893152008809903	0.6581688121819701	42.217878391198916	0.5966871724766462	0.04575468210792034
