term	spline	regressor	mean	lo	hi	p_gt0
n1_evidence_sd	1	Intercept	0.806171701245112	0.2503630716896293	1.3050225462893474	0.99475
n1_evidence_sd	1	stimulation_condition[T.vertex]	0.19433644318300858	-0.3841432791440734	0.8001027445718193	0.7481
n1_evidence_sd	2	Intercept	2.4518970526741874	2.002787507051527	2.948978884323749	1.0
n1_evidence_sd	2	stimulation_condition[T.vertex]	-0.27639320423359354	-0.8003378538744366	0.31502198818130595	0.15725
n1_evidence_sd	3	Intercept	2.6038230072483954	1.767298646950118	3.507642639833146	1.0
n1_evidence_sd	3	stimulation_condition[T.vertex]	0.1332886227986932	-0.8297149240513554	1.0824986998501822	0.60655
n1_evidence_sd	4	Intercept	4.6238964010410815	3.5632747959622764	5.884337223799175	1.0
n1_evidence_sd	4	stimulation_condition[T.vertex]	0.30367327250493825	-0.8216448216388695	1.5175058542358788	0.69185
n1_evidence_sd	5	Intercept	4.2749876883980304	3.40336746048364	5.361413512125675	1.0
n1_evidence_sd	5	stimulation_condition[T.vertex]	0.4639139720677631	-0.6663439976440106	1.7966917492146686	0.7818
n2_evidence_sd	1	Intercept	0.179056768349504	-1.031565380554536	0.9676247641842688	0.70015
n2_evidence_sd	1	stimulation_condition[T.vertex]	-1.0049250702432948	-2.229664396958999	-0.020849500956138464	0.02305
n2_evidence_sd	2	Intercept	1.187802963062559	0.7186889876366336	1.7464513930101615	1.0
n2_evidence_sd	2	stimulation_condition[T.vertex]	-0.38756745124767333	-0.9888246688333246	0.13774968259989148	0.0798
n2_evidence_sd	3	Intercept	3.1959620959642803	2.3380902375655395	4.107561357854826	1.0
n2_evidence_sd	3	stimulation_condition[T.vertex]	0.5882157627292589	-0.3463666672262845	1.5583859572074432	0.88785
n2_evidence_sd	4	Intercept	4.047759055360599	3.0091121915220747	5.236287135285409	1.0
n2_evidence_sd	4	stimulation_condition[T.vertex]	-0.1639637766696744	-1.2971156089720994	1.0433709722114268	0.382
n2_evidence_sd	5	Intercept	4.524992638167454	3.358748254907219	5.960960405706601	1.0
n2_evidence_sd	5	stimulation_condition[T.vertex]	0.18346238204744653	-1.1442702955781403	1.4986089717748283	0.616
